"folio","con_ex_p","dis_ex_p","res_ex_p","con_re_p","dis_re_p","res_re_p","totl_tom","tom_mun","tom_loc","t_cm_dom","t_cms_do","t_sm_dom","t_cm_ind","t_cms_in","t_sm_ind","t_cm_com","t_cms_co","t_sm_com","t_cm_pub","t_cms_pu","t_sm_pub","t_cm_mix","t_cms_mx","t_sm_mix","t_cm_tot","t_cms_to","t_sm_tot","factu_ag","fac_cufi","razcufij","c_fija_e","fac_srvm","aj_tarif","ajutarec","ajtarcnf","aj_cnf_e","esq_agua","boni_tar","fon_soli","fom_ahor","otro_esq","oesq_esp","el_capta","desin_ag","el_siste","el_potab","quim_pot","el_trata","quim_tra","remu_agu","remu_dre","remu_tra","der_expl","der_cuer","reha_man","dep_acti","otr_gast","total","ing_agua","agua_tra","saneamie","conexion","der_alca","vnt_lodo","agua_pip","otro_ing","sub_fede","sub_esta","sub_muni","multas","ej_anter","total_in"
"26030","573593","2638192","13.7","","","","322638","303819","18819","132400","39399","130106","383","77","127","9030","2122","7806","171","764","253","","","","141984","42362","138292","1","1","1","","1","2","2","0","","1","16342","NA","NA","","","113325219.16","2680220","45766573.48","12320823.01","500250","1529439.05","","339085372.44","26497479.18","4903449.16","51011250","6005325.67","","97638127.24","636930633.41","1338194161.8","596602366.85","368980","194337886.93","23206349.59","171283739.96","","","127320959.11","84358776","NA","NA","22276534.29","3492628.4","1223248221.13"
"26031","3","NSS","NSS","","","","495","359","136","","","495","","","","","","","","","","","","","","","495","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","450924","40800","","","","","","120000","","","","","60000","","","671724","215007","","","","","","","","","","","","","215007"
"26032","0.1","15","","","1","","603","603","","","","574","","","","","","13","","","16","","","","","","603","1","1","4","NO SE CUENTA CON MEDIDORES","2","2","3","0","","2","NA","NA","NA","NA","","398628","60000","","","","","","174000","","","","","","","","632628","343619","","","","","","","","","","","","","343619"
"26033","80","200","","4","2","","20000","10500","9500","2000","500","17188","10","","2","200","","100","","","","","","","2210","500","17290","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"26034","3","3","","3","3","","641","463","","","","641","","","","","","","","","","","","","","","641","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"26035","NSS","NSS","","80","80","","4666","3228","1438","","","4438","2","","2","28","198","226","","","","","","","30","198","4666","1","1","3","","1","2","1","0","","2","NA","NA","NA","NA","","3832334","NSS","","","","","","","","","","","","","2649591.05","6481925.05","5115847.13","","","39264.12","549010.03","","","","","","","327429.01","134995.48","6166545.77"
"26036","19.83","117.48","","3","24","","10612","9865","747","147","","9856","201","","358","31","","19","","","","","","","379","","10233","1","1","1","","1","2","6","0","","2","NA","NA","NA","NA","","7487005.8","427700","NA","NA","NA","NA","NA","12972826.81","NA","NA","1272383.14","NA","3322117.67","NA","3210682.23","28692715.65","18228959.29","NA","NA","194638.37","5521790.67","NA","6238.5","647484.6","8082503","NA","NA","429106.8","NA","33110721.23"
"26037","1","30","","","0.4","","587","","","","","581","","","","","","","","","6","","","","","","587","1","2","0","","2","2","7","0","","2","NA","NA","NA","NA","","60000","","","","","","","","","","","","213000","","","273000","218100","","","","","NA","","","","NA","","","","218100"
"26038","NSS","NSS","NSS","1.175","1.175","","1523","1451","72","427","","1462","","","","27","","61","","","","","","","454","","1523","1","1","1","","1","2","7","0","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"26039","8","12","","","2","","2140","2140","","","","1969","","","4","","","167","","","","","","","","","2140","1","1","3","","2","1","0","1","","2","NA","NA","NA","NA","","2270000","77500","NA","NA","NA","NA","NA","1487000","NA","NA","878050","NA","520000","173000","365183","5770733","2637700","NA","NA","80000","1420300","NA","NA","786592","NA","NA","878050","47091","32351","5882084"
"26040","25","25","","NSS","NSS","NSS","528","424","104","","","525","","","","","","3","","","","","","","","","528","1","2","1","","2","2","5","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NSS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NSS"
"26041","25","1950","","","","","4052","","","226","","2922","","","","53","47","111","","","","","","740","279","47","3773","1","1","3","","1","1","1","1","","2","NA","NA","NA","NA","","2939725","NA","NA","NA","166928.96","NA","NA","NA","NA","NA","63095","NA","131080","NA","NA","3300828.96","3657251.84","NA","123609.86","32163.63","3056","NA","NA","21093","703007.32","NA","NA","316627.56","46638.77","4903447.98"
"26042","32","670","2","0.8","40","","51998","42756","9242","514","","44444","15","","30","212","","2207","","","","23","","23","764","","46704","1","1","1","","1","1","0","2","","2","NA","NA","NA","NA","","NA","NA","33545906","NA","4372433","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","37918339","27725166","NA","NA","NA","NA","NA","3000","NA","7978716","NA","2307000","2543710","NA","40557592"
"26043","117","361.79","","","0.74","","68445","67830","615","2701","185","63223","4","2","79","298","16","1937","","","","","","","3003","203","65239","1","1","1","","1","1","0","1","","1","9249","NA","NA","","","","1684865.5","","","","4117908.47","1149968.57","58584006.01","24421293.55","3959746.97","3002321","","6980980.02","2604070.17","199385432.57","305890592.83","198051474.65","","94474034.6","4619475.64","1473070.57","","","","3002321","","14158146.38","4784069.64","6944658.06","327507250.54"
"26044","NSS","NSS","NSS","NSS","NSS","NSS","152","152","","","","152","","","","","","","","","","","","","","","152","1","1","1","","2","2","7","0","","2","NA","NA","NA","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","74520","NSS","NA","NSS","NSS","NSS","NSS","NSS","74520","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"26045","NSS","NSS","NSS","","","","823","163","660","","","823","","","","","","","","","","","","","","","823","1","1","4","POR NO CONTAR CON MEDIDORES","2","2","7","0","","2","NA","NA","NA","NA","","725000","48000","NA","NA","NA","NA","NA","101800","NA","NA","NA","NA","NA","NA","NA","874800","470618","NA","NA","1500","NA","NA","36000","NA","NA","NA","366682","NA","NA","874800"
"26046","NSS","NSS","NSS","","","","213","","","","","213","","","","","","","","","","","","","","","213","1","1","4","NO HAY EMPLEO Y ES UNA FORMA DE AYUDAR A LAS FAMILIAS","1","2","7","0","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","107659","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","107659"
"26047","14","14","","0.32","0.32","","3196","1935","1261","","","3048","","","2","","","19","34","","","93","","","127","","3069","1","1","1","","1","1","0","3","","1","NA","NA","45","","","2112739.7","66400","","","","","","1157013.57","827768.66","","588047","","116073.21","26000","1671446.13","6565488.27","3350971.67","","681511.71","5420","","","","","","","2775697.54","29531.95","60769.21","6903902.08"
"26048","NSS","NSS","NSS","","","","26511","26511","","","","24379","71","","75","202","","1053","229","","502","","","","502","","26009","1","1","1","","1","2","1","0","","2","NA","NA","NA","","","17276386.76","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","17276386.76","33750608.96","NA","NA","1378484.1","1010938.94","","NA","12634479.36","6860271","NA","NA","3247507.31","NA","58882289.67"
"26049","NSS","NSS","","","","","925","NSS","NSS","","","895","","","","","","4","","","","","","","","","899","1","1","1","","2","2","5","0","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"26050","2.2","NSS","NSS","","","","806","722","84","","","699","","","12","","","11","","","","","","","","","722","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","NA","68400","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","68400","181470","NA","NA","181470","181470","NA","NA","NA","NA","NA","NA","NA","NA","544410"
"26051","NSS","NSS","NSS","NSS","NSS","NSS","1248","1204","44","","","1238","","","","","","10","","","","","","","","","1248","1","1","4","EL 100% SE COBRA TARIFA FIJA, SE REQUIEREN RECURSOS EXTRAORDINARIOS PARA INSTALAS MEDIDORES EL ORGANISMO NO CUENTA CON ELLO.","2","2","7","0","","2","NA","NA","NA","NA","","441949","9000","","","","","","","","","8000","","","","","458949","650842","","72316","","","","","","","","","","78296","801454"
"26052","NSS","NSS","NSS","","","","1617","1617","","NA","NA","1583","NA","NA","1","NA","NA","33","NA","NA","","NA","NA","","NA","NA","1617","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"26053","8","4","NSS","","","","280","280","","","","280","","","","","","","","","","","","","","","280","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"26054","3.4","2.7","","","","","215","215","215","NA","NA","214","NA","NA","","NA","NA","1","NA","NA","","NA","NA","","NA","NA","215","1","2","0","","2","2","7","0","","2","NA","NA","NA","NA","","76299","","","","","","","","","","NA","","428820","","","505119","60490","","","","","","","","","","","","","60490"
"26055","152.22","677.94","","152.58","679.02","","76602","69189","7413","38026","NA","32853","160","NA","33","4274","NA","1256","","NA","","","NA","","42460","NA","34142","1","1","1","","1","2","6","0","","1","5","NA","NA","","","18811388.98","2160177.38","","","","2034315.18","","65380042.51","9040825.85","8547152.11","5251320","","13827108.5","24698761.22","35456544.13","185207635.86","84031245.7960858","","15760086.8132037","7235366.63999999","16590281.2007105","","","7732412.32999999","18597712.62","","","6247404.55999999","10073416.93","166267926.89"
"26056","NSS","NSS","NSS","","","","2559","267","2292","","","2559","","","","","","","","","","","","","","","2559","1","1","3","","2","1","0","1","","2","NA","NA","NA","NA","","3194280","151200","NA","NA","NA","NA","NA","NA","NA","NA","67000","NA","125000","NA","NA","3537480","776847.59","NA","NA","34050","NA","NA","NA","NA","NA","NA","NA","NA","NA","810897.59"
"26057","NSS","NSS","NSS","","","","1128","766","362","781","","292","","","","55","","","","","","","","","836","","292","1","1","1","","1","1","0","1","","2","NA","NA","NA","NA","","282588.03","","","","","","","","","","","","85622.57","","3299.85","371510.45","1086022.74","","","","","","","","","","","","4800","1090822.74"
"26058","4","48","","","","","5293","3771","1522","22","","3478","7","","11","44","","209","","","","","","","73","","3698","1","2","0","","1","2","7","0","","2","NA","NA","NA","NA","","3891989","143050","","","","","","1208321","1208321","","","","195582","","3440869","10088132","5840077.6","845372.16","1950445.53","604.033","","NA","NA","37.271","","","","365.048","757.36","8637659"
"26059","2","7","","","","","750","500","250","200","100","435","","","","","","","","","15","","","","200","100","450","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","","13260.69","","","","","","","","","","","","","","13260.69","311096.4","","","","","","","","","","","","","311096.4"
"26060","15","15","","","","","250","250","250","","","249","","","","","","1","","","","","","","","","250","1","1","4","NO EXISTEN MEDIDORES INSTALADOS","2","2","5","0","","2","NA","NA","NA","NA","","246336","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","246336","39346","","","","","","","","","","","","","39346"
"26061","0.8","2","","NSS","0.3","NSS","480","210","270","","","470","","","","","","","","","10","","","","","","480","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","","","","","","","","","","","","","80000","","","80000","50000","","","","","","","","","","","","","50000"
"26062","101","101","","","","","466","466","","459","179","27","","","","7","3","2","8","1","7","","","","474","183","36","1","2","0","","1","1","0","2","","2","NA","NA","NA","NA","","26603","9931.6","230971","","","","","","","","","","61663.37","","","329168.97","274701","","","","","","","","","","355143.75","","","629844.75"
"26063","NSS","NSS","","","","","785","761","24","","","783","","","","","","2","","","","","","","","","785","1","1","1","","2","2","6","0","","2","NA","NA","NA","","","386592","36000","","","","","","179376","","","","","100000","","","701968","720000","","","3600","","","","","","","","","","723600"
"26064","0.7","16","","","","","436","436","","","","429","","","","","","","","7","7","","","","","7","436","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","340514","","","","","","","","","","","","","","","340514","303120","","","","63120","","","","","","","","","366240"
"26065","3.46","16.05","","","","","615","175","","","","615","","","","","","","","","","","","","","","615","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","744000","","","","","","","","","","","","500000","","","1244000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",""
"26066","10.8","NSS","","","","","3666","1613","2053","","","3602","","","","","","64","","","","","","","","","3666","1","1","4","NO EXISTEN MEDIDORES","2","2","3","0","","2","NA","NA","NA","NA","","45601","","","","","","","","","","","","12000","","2373649","2431250","1523869","","","13192","499590","","","","53340","","NA","85055","481315.5","2656361.5"
"26067","1","8","","","1","","745","745","","","","745","","","","","","","","","","","","","","","745","1","1","4","NO HAY MEDIDORES INSTALADOS","2","2","5","0","","2","NA","NA","NA","NA","","370908","20370","","","","","","358104","","","","","213000","","","962382","322790","","","","","","","","","","","","","322790"
"26068","4","NSS","","","","","578","313","265","","","551","","","","","","","","","27","","","","","","578","1","1","4","NO PAGAN AGUA NO SE EXPIDE RECIBO","2","2","7","0","","2","NA","NA","NA","NA","","20687","31200","","15000","","","","","","","","","147000","","40040","253927","50555","","","","","","","","","","","","","50555"
"26069","2","5","","","","","2200","2200","","","","2200","","","","","","","","","","","","","","","2200","1","1","1","","2","1","0","3","","2","NA","NA","NA","NA","","396000","","","","","","","","","","","","136436.98","","","532436.98","329510","","","8450","2275","","","","","","","","","340235"
"26070","NSS","NSS","NSS","3","","","4052","","","395","","3673","14","","","93","","604","","","","","","","502","","4277","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","2551703","7205","","","","","","","","","","","","","","2558908","5260107","","744850","90528","70816","","599","3224854","","","","6159","","9397913"
"26071","3","31.3","","","","","6719","4676","2043","1611","1210","3499","","","","125","106","168","","","","","","","1736","1316","3667","1","1","2","","1","1","0","4","","2","NA","NA","NA","NA","","1474952.31","18305.59","","","","","","","","","3324302.21","","181442.39","","6880202.98","11879205.48","1843322.61","","545192.17","50098.67","545192.17","","","213950.52","","","","288604.84","667596","4153956.98"
