"folio","con_ex_p","dis_ex_p","res_ex_p","con_re_p","dis_re_p","res_re_p","totl_tom","tom_mun","tom_loc","t_cm_dom","t_cms_do","t_sm_dom","t_cm_ind","t_cms_in","t_sm_ind","t_cm_com","t_cms_co","t_sm_com","t_cm_pub","t_cms_pu","t_sm_pub","t_cm_mix","t_cms_mx","t_sm_mix","t_cm_tot","t_cms_to","t_sm_tot","factu_ag","fac_cufi","razcufij","c_fija_e","fac_srvm","aj_tarif","ajutarec","ajtarcnf","aj_cnf_e","esq_agua","boni_tar","fon_soli","fom_ahor","otro_esq","oesq_esp","el_capta","desin_ag","el_siste","el_potab","quim_pot","el_trata","quim_tra","remu_agu","remu_dre","remu_tra","der_expl","der_cuer","reha_man","dep_acti","otr_gast","total","ing_agua","agua_tra","saneamie","conexion","der_alca","vnt_lodo","agua_pip","otro_ing","sub_fede","sub_esta","sub_muni","multas","ej_anter","total_in"
"20556","1.5","4","","","","","129","129","","124","","","","","","","","","","","5","","","","124","","5","1","2","0","","1","2","6","0","","2","NA","NA","NA","NA","","42144","","","","","","","","","","","","","","24000","66144","118732.5","","","","","","","","","","","","","118732.5"
"20557","ND","60","","","","","5571","5571","","","","5571","","","","","","","","","","","","","","","5571","1","1","1","","2","2","4","0","","2","NA","NA","NA","NA","","765120","","","","","","","480000","","","","","","","","1245120","27810","","","28500","","","","","","","","","","56310"
"20558","14","8","NA","NA","NA","NA","418","252","165","NA","NA","418","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","418","1","1","4","CUOTA FIJADA POR EL CABILDO","2","2","7","0","","2","NA","NA","NA","NA","","","","","","","","","144000","","","","","","","10000","154000","47250","","","6000","","","","","","","","","","53250"
"20559","30","NSS","","","","","2100","2100","","","","1850","","","","","","250","","","","","","","","","2100","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","","","","","","","","","","","","","","","11602823.81","11602823.81","174000","","","","","","","","","","","","","174000"
"20560","8100","6","","","","","1226","1226","","","","1226","","","","","","","","","9","","","","","","1235","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","64593","18120","","","","","","","","","","","4200","","37868","124781","187200","","","","","","","","","","","","","187200"
"20561","7.5","6","","","","","997","997","","","","997","","","","","","","","","","","","","","","997","1","1","1","","2","2","6","0","","2","NA","NA","NA","","","240000","30000","","","","","","","","","","","NA","NA","NA","270000","192000","","","1800","","","","","","","","","","193800"
"20562","25","17.4","","","","","417","417","","","","393","","","7","","","","","","17","","","","","","417","1","1","1","","2","2","3","0","","2","NA","NA","NA","NA","","","","","","","4800","","4172","","","","","4500","6528","","20000","10720","","","3500","2000","","","","","","7000","","","23220"
"20563","5","5","","","","","200","200","","","","200","","","","","","","","","","","","","","","200","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20564","1.5","5","","","","","364","364","","","","358","","","","","","","","","6","","","","","","364","1","1","4","ACUERDO DE ASAMBLEA COMUNITARIA.","2","2","1","0","","2","NA","NA","NA","NA","","18600","5500","","","","","","","","","","","","","","24100","12432","","","4050","","","","","","","","","","16482"
"20565","16","9","","","1.2","","9965","5000","4965","","","9965","","","","","","","","","","","","","","","9965","1","1","4","POR ACUERDO DE ASAMBLEA DE LOS USUARIOS","2","2","4","0","","1","25","","","","","2079215","192000","","","","","","","","","","","179000","25000","","2475215","1325887.25","","","214700.11","193550.2","","","","","","","","16400","1750537.56"
"20566","18","37","","","","","290","216","74","","","287","","","","","","","","","3","","","","","","290","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","","900","","","","","","","","","","","","","4000","4900","34800","","","","","","","","","","","","","34800"
"20567","5","20","","","2","","638","638","","","","638","","","","","","","","","","","","","","","638","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","24870","5000","","","","","","","","","","","","","","29870","267960","","","","","","","","","","","","","267960"
"20568","4.5","3","","","","","500","500","","","","500","","","","","","","","","","","","","","","500","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","588000","10000","","","","","","","","","","","","NA","","598000","60000","","","","","","","","","","","","","60000"
"20569","1","4","","","","","300","300","","164","","164","","","","","","","11","","11","","","","175","","175","1","1","4","POR ACUERDO DE ASAMBLEA COMUNITARIA.","2","2","1","0","","2","NA","NA","NA","NA","","50634","1200","","","","","","","","","","","","","3000","54834","14880","","","5200","","","","","","","","","","20080"
"20570","8","42","","","","","6715","6715","","","","6711","","","","","","","","","4","","","","","","6715","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","1089480","80000","","","","","","","","","","","","","","1169480","76800","","","5000","","","","","","","","5000","","86800"
"21001","14","18","","","","","3041","3041","","","","3041","","","","","","","","","","","","","","","3041","1","1","4","LEY DE INGRESOS MUNICIPALES","2","2","1","0","","2","NSS","NSS","NSS","","","1123593.6","14400","","","","","","","","","","","","","","1137993.6","763569","","","","","","","","","","","","","763569"
"21002","90","5","","2","0.5","","962","962","","","","961","","","","","","","","","1","","","","","","962","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","62799","","","7000","","","","","","","","","","69799"
"21003","14.5","87.6","","","0.5","","7190","7190","","","","6942","","","","","","248","","","","","","","","","7190","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","2373247","34526","57777","","","","","","","","77168","553328","78923.47","","2133111.07","5308080.54","2534404.54","","1746868.52","701452.51","","","82800","","","","","34886.94","","5100412.51"
"21004","15","49","","0.2","3.5","","7714","7714","","","","7676","","","8","","","30","","","","","","","","","7714","1","1","1","","2","1","5","1","","2","NA","NA","NA","NA","","1587980","185907","","","","","","1156871.5","","","2524771","","1342876.56","","406314","7204720.06","992411","","","34100","223955","","","21204","","","979847.43","","1271670","3523187.43"
"21005","3","3.5","","","","","100","100","","","","100","","","","","","","","","","","","","","","100","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21006","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21007","9","9","","200","","","857","367","490","","","857","","","","","","","","","","","","","","","857","1","1","3","","2","1","0","1","","2","NA","NA","NA","NA","","98400","5600","","","","","","72000","","","","","","","","176000","180000","","","2000","","","","","","","","","","182000"
"21008","8","15","","","","","600","300","300","NA","NA","600","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","600","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21009","6","6","","1","1","","2500","2500","","","","2500","","","","","","","","","","","","","","","2500","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","87600","","","","","","","","","","","","","","","87600","NSS","","","","","","","","","","","","","NSS"
"21010","1","32","","","0.8","","10350","10350","","","","10350","","","","","","","","","","","","","","","10350","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21011","10","12","","","","","815","805","10","NA","NA","815","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","815","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","330000","15000","","","","","","","","","","","20000","","","365000","142600","","","","","","","","","","365000","","","507600"
"21012","5","42","","","","","750","750","","","","750","","","","","","","","","","","","","","","750","1","2","0","","2","2","1","0","","2","NA","NA","NA","NA","","1532940","","","","","","","48000","","","54148","","","","NA","1635088","80000","","","8400","","","","","","88400","","","NA","176800"
"21013","4.7","36","","4.7","20","","4000","4000","","","","3958","","","6","","","15","","","21","","","","","","4000","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","","180000","660000","","","","","1063200","","","","","4000","","","1907200","20000","","","100000","12000","","","","","","","","","132000"
"21014","6.5","NSS","","6.5","NSS","","847","323","524","","","847","","","","","","","","","","","","","","","847","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21015","17","27","","3","2","","8112","8","NSS","","","8112","","","","","","","","","","","","","","","8112","1","1","3","","2","1","0","1","","2","NA","NA","NA","NA","","6402408","276000","","","","","","","","","3116092","1989298","2000000","","","13783798","4560160","","","","","","","","3500000","","","","","8060160"
"21016","NA","NA","NA","NA","NA","NA","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","PAGO DE ENRGIA ELECTRICA","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21017","30","62","","","23","NA","4930","882","4048","NA","NA","3025","NA","NA","32","NA","NA","1873","NA","NA","","NA","NA","","NA","NA","4930","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21018","1","5","","","","","NSS","NSS","NSS","","","NSS","","","","","","","","","","","","","","","NSS","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21019","35.59","153.83","","0.68","0.45","","32057","31894","163","23127","618","4282","9","","","2261","26","1332","74","1","","327","","","25798","645","5614","1","1","1","","1","1","0","4","","2","","","","","","11036606.44","431463.3","","","","569322.42","618264.51","25902802.62","6475700.66","2681398.63","1171814.4","2238608.79","1155543.08","4052890.75","33420145.63","89754561.23","56471753.33","56586.24","9786995.43","305428.06","5813401.43","","324120.85","231042.94","","","","1558759.07","14863580.77","89411668.12"
"21020","2","20","","0.01","4","","3439","3439","","","","3439","","","","","","","","","","","","","","","3439","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21021","3.2","10.202","","3.2","10.202","","400","400","","","","400","","","","","","","","","","","","","","","400","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","339803.6","28178.1","","","","","","75000","","","","","135996.85","","","578978.55","126000","","","","","","","","","","","","","126000"
"21022","0.65","75.6","","0.06","1.7","","201","201","","","","156","","","","","","","","","45","","","","","","201","1","1","1","","2","1","1","1","","2","NA","NA","NA","NA","","108000","","","","","","","","","","75947","","72124","","","256071","83230","","","733","","","","","","","","","","83963"
"21023","15","20","","","1.5","","400","400","","","","400","","","","","","","","","","","","","","","400","1","1","3","","2","2","2","0","","2","NA","NA","NA","NA","","","60000","","","","","","144000","","","64000","","30000","","","298000","123000","","","87000","76000","","","","","","","","","286000"
"21024","ND","24","","","0.32","","486","286","200","","","480","","","","","","","","","6","","","","","","486","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","312000","5000","","","","","","48000","","","","","6000","","20000","391000","221700","","","3500","","","","","","","","","","225200"
"21025","35","7","","","","","3700","1200","2500","","","3700","","","","","","","","","","","","","","","3700","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","","150000","","","","","","60000","","","","","","","","210000","192000","","","","","","","","","","","","","192000"
"21026","10","100","","100","100","","3800","2300","1500","","","3600","","","20","","","100","","","10","","","70","","","3800","1","1","1","","2","1","0","4","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","20900","","","12000","","","","","","","","","","32900"
"21027","75","51","","30","12","","1415","276","1139","","","1401","","","","","","","","","14","","","","","","1415","1","1","1","","2","1","0","4","","2","NA","NA","NA","NA","","","33101.76","","","","","","43200","","","","","","","","76301.76","17930","","","576","","","64950","5000","","","","","","88456"
"21028","3","37","","","","","1312","1006","306","","","1297","","","","","","","","","15","","","","","","1312","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21029","25.37","7.435","","25.37","7.435","","758","677","81","","","751","","","","","","","","","7","","","","","","758","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21030","5","5","","","","","200","200","","","","200","","","","","","","","","","","","","","","200","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21031","20","30","","0.2","1","","1500","1000","500","","","1500","","","","","","","","","","","","","","","1500","1","1","1","","2","2","5","0","","1","NA","NA","70","","","400000","100000","","","","","","60000","","","","","250000","","","810000","15000","","","","","","","","600000","","","","","615000"
"21032","1.5","7","","","","","750","420","330","","","750","","","","","","","","","","","","","","","750","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21033","1.5","9.5","","","","","1592","600","992","1336","","256","","","","","","","","","","","","","1336","","256","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21034","2.7","22.4","","","","","17318","","17318","","1191","16041","","","","","85","","","","1","","","","","1276","16042","1","1","1","","2","1","0","1","APOYO A LA CIUDADANIA POR PANDEMIA","2","NA","NA","NA","","","NSS","NSS","NSS","NA","NA","NA","NA","NA","NA","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NA","NA","NSS","NSS","NA","NA","NA","NSS","NSS","NSS","NA","NA","NSS"
"21035","6.61","11.84","","","0.97","","1789","1789","","","","1634","","","","","","130","","","25","","","","","","1789","1","1","1","","2","1","0","1","DE ACUERDO A LA LEY DE INGRESOS DEL MUNICIPIO QUE INCREMENTA CADA AÑO 4%","2","NA","NA","NA","NA","","1788000","204000","","","","","","65000","10717","","","","","","","2067717","198900","","20410","43750","","","","","","","","","","263060"
"21036","NSS","NSS","NSS","3","","","1500","450","1050","","","1500","","","","","","","","","","","","","","","1500","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21037","10","10","","","","","580","275","305","","","580","","","","","","","","","","","","","","","580","1","1","4","POR USOS Y COSTUMBRES","2","2","1","0","","2","NA","NA","NA","NA","","500000","19200","","","","","","28800","","","","","15000","","","563000","100000","","","","","","","","","","","","","100000"
"21038","NSS","NSS","","","","","1563","1563","NSS","","","1063","","","","","","500","","","","","","","","","1563","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","604090","60436","","","","","","60000","","","78040","","35000","","","837566","33355","","","4850","","","13000","","","","","","","51205"
"21039","2","9","NSS","1","1","","1000","1000","NSS","","","1000","","","","","","","","","","","","","","","1000","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21040","NSS","NSS","NSS","1","1","","899","899","NSS","","","899","","","","","","","","","","","","","","","899","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","408000","144000","385000","","","60000","","72000","","","","","80000","","","1149000","202139.31","","","8162","","","70000","","","","","","","280301.31"
"21041","50","100","","","0.85","","61520","NSS","NSS","","32350","10500","","80","120","","120","18350","","","","","","","","32550","28970","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","NSS","NSS","","","","","","NSS","NSS","","","","NSS","NSS","NSS","NSS","NSS","","NSS","NSS","NSS","","","","","","","","","NSS"
"21042","3","6","","1","0.5","","360","360","","","","360","","","","","","","","","","","","","","","360","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21043","2","NSS","","2","","","15200","15000","200","","","14500","","","","","","200","","","500","","","","","","15200","1","1","1","","2","2","5","0","","1","1000","","","","","","NSS","NSS","","","","","96000","96000","","395000","","15000","","","602000","300808.5","","","95000","","","","","","","","","","395808.5"
"21044","1.45","NSS","","","","","NSS","NSS","NSS","","","NSS","","","","","","","","","","","","","","","NSS","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","NSS","NSS","NSS","","","NSS","NSS","NSS","","NSS","","","","","","NSS","NSS","","","","","","","","","","","","","NSS"
"21045","200","700","","","25","","5780","5780","","","","5611","","","","","","169","","","","","","","","","5780","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","13566690.44","100800","","","","","","2562555","847809.83","","","","398765.42","","165135.72","17641756.41","3718620.36","","","232051.5","303511.17","","97265.62","76204","","","13825870.52","","","18253523.17"
"21046","7","10","","2","4","NA","2650","2650","","","","2650","","","","","","","","","","","","","","","2650","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21047","16","NSS","","","","","3533","3533","","","","3533","","","","","","","","","","","","","","","3533","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","NSS","NSS","","","","","","372000","","","","","NSS","","","372000","575640","","","90397","","","","","","","","","","666037"
"21048","27","27","NA","","","NA","3172","3172","","","","3172","","","","","","","","","","","","","","","3172","1","1","4","MANTENIMIENTO DE LA RED","2","2","5","0","","2","NA","NA","NA","NA","","7400","NSS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32700","NA","55000","95100","92400","","","","","","","","","","","","","92400"
"21049","4.5","4","","1","","","700","700","","","","700","","","","","","","","","","","","","","","700","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21050","5","9.5","","","","","2115","2115","","","","2115","","","","","","","","","","","","","","","2115","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21051","8","2","","2","2","","13","13","NSS","","","NSS","","","","","","","","","13","","","","","","13","1","1","1","","2","2","5","0","","2","NA","NA","NA","NA","","282192","13500","","","","","","","","","1318487","1112208","2500023.82","","48000","5274410.82","166824.26","","","","","","","","","","","","","166824.26"
"21052","5.5","5.5","","","","","698","698","","","","698","","","","","","","","","","","","","","","698","1","1","3","","2","2","7","0","","2","NA","NA","NA","NA","","","2800","","","","","","124000","","","","","","","2000","128800","140100","","","160","","","","","","","","","","140260"
"21053","8","50","","","","","6686","6686","","216","","6139","8","","46","19","","240","","","18","","","","243","","6443","1","1","1","","1","1","1","1","","2","NA","NA","NA","NA","","1469361.54","239688.055","","","","200000","","","","","257434","258205","","228909.34","","2653597.97","5882301.39","","724616.76","","588883.96","","","","","","","","","7195802.11"
"21054","NSS","NSS","NSS","NSS","NSS","NSS","2000","2000","","NA","NA","2000","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","2000","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21055","133","NSS","NSS","","","","564","564","","","","564","","","","","","","","","","","","","","","564","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","299460","53019.97","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","193363.53","NA","NA","545843.5","20157.5","NA","NA","11500","6504","NA","25600","NA","NA","NA","NA","NA","NA","63761.5"
"21056","NSS","NSS","","","0.4","","397","397","","","","394","","","","","","","","","3","","","","","","397","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","282710","","","","","","","","","","","","123818.4","","","406528.4","120525","","","7000","","","","","","","","","","127525"
"21057","ND","10","","","10","","625","625","","","","625","","","","","","","","","","","","","","","625","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21058","30","15","","","","","10000","3000","7000","","","10000","","","","","","","","","","","","","","","10000","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21059","3000","3000","","1000","1000","","670","670","","","","670","","","","","","","","","","","","","","","670","1","1","4","POR ACUERDO DE CABILDO","2","2","6","0","","2","NA","NA","NA","NA","","244404","10000","","","","","","144000","","","","","","","","398404","98000","","","10000","","","","","","","","","","108000"
"21060","5.5","6.8","","","","","2031","1608","423","","","2031","","","","","","","","","","","","","","","2031","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","","","","","","","","4500","","2500","300000","","","","","307000","24000","","","24000","","","","","","","","","","48000"
"21061","100","80","","50","40","","1500","400","1100","","","1500","","","","","","","","","","","","","","","1500","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21062","NSS","NSS","NSS","NSS","NSS","NSS","1702","1080","622","","","1702","","","","","","","","","","","","","","","1702","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21063","6.5","35.2","","","","","4147","2298","1849","","","4144","","","1","","","2","","","","","","","","","4147","1","1","1","","2","1","0","5","","2","NA","NA","NA","NA","","1500000","95000","","","","","","","","215000","","","654373.56","","","2464373.56","224544.5","","","4932","","","","","","2234897.06","","","","2464373.56"
"21064","5","24","","1","1","","1100","1100","","","","1100","","","","","","","","","","","","","","","1100","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","900000","20000","","","","","","130000","","","","","","","","1050000","190222.5","","","","","","","","","","","","","190222.5"
"21065","705","705","","1","1","NA","800","800","","","","800","","","","","","","","","","","","","","","800","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","360000","12000","","","","","","","","","","","","","","372000","180000","","","","","","","","","","","","","180000"
"21066","25","25","","6","6","","903","633","270","","","903","","","","","","","","","","","","","","","903","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","313883","76300","","","","","","248000","","","","","390600","","","1028783","322505","","","16000","","","","","","","690278","","","1028783"
"21067","5","40","","","1","","2988","2988","","","","2589","","","70","","","329","","","","","","","","","2988","1","1","1","","2","1","0","4","","2","NA","NA","NA","","","2776512","31158.7","","","","","","","","","","","","","404500.31","3212171.01","493843","","110325.5","43130.5","","","","","","","2776512","","","3423811"
"21068","8","6","","","","","890","380","510","","","890","","","","","","","","","","","","","","","890","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21069","5","40","","","","","1200","1200","","","","1200","","","","","","","","","","","","","","","1200","1","2","0","","2","2","3","0","","2","NA","NA","NA","NA","","1800000","2000","","","","","","","","","","","120000","","","1922000","110352","","","260","","","","","","","","","","110612"
"21070","NSS","NSS","","6","2","","NSS","NSS","NSS","","","NSS","","","","","","","","","","","","","","","NSS","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21071","20","15","","7","5","","17230","17230","","11237","1882","3383","101","14","9","509","20","59","10","2","4","","","","11857","1918","3455","1","1","1","","1","2","4","0","","2","NA","NA","NA","NA","","","105920","","","","","","6005527.67","2087563.38","","333440","424640","","","","8957091.05","9615257.31","","","188048.41","563263.64","","","","","","","","","10366569.36"
"21072","60","60","","","","","3766","NSS","NSS","","","3766","","","","","","","","","","","","","","","3766","2","0","0","","0","0","7","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21073","1.5","1978","","1.5","1978","","1978","1978","","","","1978","","","","","","","","","","","","","","","1978","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","32000","20000","","","","","","223200","","","88392","","1622476.38","","","1986068.38","86150","","","4250","650","","","","","","","","","91050"
"21074","10.2","58.4","","NSS","1.5","NSS","14360","14360","","","","14045","","","65","","","250","","","","","","","","","14360","1","1","1","","2","2","4","0","","2","NA","NA","NA","NA","","5400000","108000","","","","","","1307254","1597753","","","","536236","2485755","","11434998","4768864","","1692529","1548128","1458216","","","","","","","232793","3529396","13229926"
"21075","NA","NA","NA","NA","NA","NA","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
