"id_recibo","folio","recibcon","si_inclu","no_inclu","no_aplic"
"14692","19024","6","1","",""
"14693","19024","8","1","",""
"14694","19024","9","1","",""
"14695","19024","10","1","",""
"14696","14044","1","1","",""
"14697","14044","2","1","",""
"14698","14032","1","1","",""
"14699","14032","2","1","",""
"14700","14032","3","1","",""
"14701","14032","6","1","",""
"14702","14032","7","1","",""
"14703","14044","3","1","",""
"14704","14044","7","1","",""
"14705","14044","11","1","",""
"14706","20108","6","1","",""
"14707","20108","9","1","",""
"14708","18008","2","1","",""
"14709","18008","3","1","",""
"14710","18008","6","1","",""
"14711","18008","7","1","",""
"14712","18008","9","1","",""
"14713","18008","10","1","",""
"14714","23009","1","1","",""
"14715","23009","2","1","",""
"14716","23009","3","1","",""
"14717","23009","6","1","",""
"14718","23009","7","1","",""
"14719","23009","8","1","",""
"14720","11019","3","1","",""
"14721","11019","5","1","",""
"14722","11019","6","1","",""
"14723","11019","9","1","",""
"14724","11019","10","1","",""
"14725","11019","12","1","",""
"14726","29020","1","1","",""
"14727","29020","2","1","",""
"14728","11019","1","1","",""
"14729","11019","2","1","",""
"14730","14015","1","1","",""
"14731","14015","2","1","",""
"14732","28035","9","1","",""
"14733","28035","10","1","",""
"14734","24017","1","1","",""
"14735","30060","1","1","",""
"14736","24017","2","1","",""
"14737","29036","1","1","",""
"14738","29036","2","1","",""
"14739","29036","3","1","",""
"14740","29036","6","1","",""
"14741","29036","7","1","",""
"14742","29030","1","1","",""
"14743","29030","2","1","",""
"14744","29030","6","1","",""
"14745","29030","7","1","",""
"14746","8039","1","1","",""
"14747","8039","2","1","",""
"14748","8039","3","1","",""
"14749","8039","5","1","",""
"14750","8039","6","1","",""
"14751","8039","9","1","",""
"14752","8039","10","1","",""
"14753","8039","12","1","",""
"14754","15017","3","1","",""
"14755","24017","12","1","",""
"14756","26048","1","1","",""
"14757","26048","2","1","",""
"14758","26048","3","1","",""
"14759","26048","5","1","",""
"14760","26048","6","1","",""
"14761","26048","8","1","",""
"14762","26048","9","1","",""
"14763","26048","10","1","",""
"14764","26048","11","1","",""
"14765","26048","12","1","",""
"14766","16090","3","1","",""
"14767","16090","6","1","",""
"14768","16090","9","1","",""
"14769","16090","12","1","",""
"14770","15014","1","1","",""
"14771","30073","1","1","",""
"14772","30073","2","1","",""
"14773","30073","3","1","",""
"14774","30073","8","1","",""
"14775","30073","9","1","",""
"14776","30073","10","1","",""
"14777","16063","1","1","",""
"14778","16063","2","1","",""
"14779","16063","6","1","",""
"14780","16063","7","1","",""
"14781","16063","9","1","",""
"14782","16063","10","1","",""
"14783","15014","2","1","",""
"14784","15014","6","1","",""
"14785","15014","7","1","",""
"14786","15014","11","1","",""
"14787","15014","12","1","",""
"14788","20411","1","1","",""
"14789","20411","2","1","",""
"14790","20411","12","1","",""
"14791","20197","1","1","",""
"14792","20197","2","1","",""
"14793","23011","9","1","",""
"14794","23011","10","1","",""
"14795","16073","2","1","",""
"14796","16073","6","1","",""
"14797","16073","7","1","",""
"14798","12001","1","1","",""
"14799","12001","2","1","",""
"14800","12001","3","1","",""
"14801","12001","5","1","",""
"14802","12001","6","1","",""
"14803","25018","1","1","",""
"14804","25018","2","1","",""
"14805","25018","3","1","",""
"14806","25018","5","1","",""
"14807","25018","6","1","",""
"14808","25018","7","1","",""
"14809","25018","9","1","",""
"14810","25018","10","1","",""
"14811","8005","1","1","",""
"14812","8005","2","1","",""
"14813","8005","3","1","",""
"14814","8005","5","1","",""
"14815","8005","6","1","",""
"14816","8005","7","1","",""
"14817","8005","9","1","",""
"14818","8005","10","1","",""
"14819","8005","12","1","",""
"14820","11003","3","1","",""
"14821","11003","5","1","",""
"14822","32002","3","1","",""
"14823","15118","3","1","",""
"14824","32002","5","1","",""
"14825","32002","9","1","",""
"14826","15118","6","1","",""
"14827","11003","1","1","",""
"14828","11003","2","1","",""
"14829","15118","7","1","",""
"14830","15118","1","1","",""
"14831","15118","2","1","",""
"14832","20209","1","1","",""
"14833","7009","1","1","",""
"14834","7009","2","1","",""
"14835","7009","5","1","",""
"14836","7009","10","1","",""
"14837","7009","11","1","",""
"14838","30164","1","1","",""
"14839","30164","2","1","",""
"14840","30164","9","1","",""
"14841","15118","11","1","",""
"14842","16004","1","1","",""
"14843","16004","2","1","",""
"14844","16004","3","1","",""
"14845","16004","12","1","",""
"14846","16033","3","1","",""
"14847","16033","8","1","",""
"14848","16082","1","1","",""
"14849","16082","2","1","",""
"14850","16082","6","1","",""
"14851","16082","7","1","",""
"14852","16082","8","1","",""
"14853","16082","9","1","",""
"14854","16084","1","1","",""
"14855","16084","2","1","",""
"14856","16084","6","1","",""
"14857","32012","1","1","",""
"14858","32012","2","1","",""
"14859","32021","1","1","",""
"14860","32021","3","1","",""
"14861","32035","1","1","",""
"14862","32035","3","1","",""
"14863","24034","1","1","",""
"14864","24034","2","1","",""
"14865","24034","8","1","",""
"14866","24040","1","1","",""
"14867","24040","2","1","",""
"14868","24040","3","1","",""
"14869","24040","5","1","",""
"14870","24040","6","1","",""
"14871","24040","9","1","",""
"14872","24040","10","1","",""
"14873","24040","11","1","",""
"14874","24040","12","1","",""
"14875","23010","1","1","",""
"14876","23010","2","1","",""
"14877","23010","3","1","",""
"14878","23010","5","1","",""
"14879","23010","6","1","",""
"14880","23010","7","1","",""
"14881","23010","9","1","",""
"14882","23010","10","1","",""
"14883","23010","11","1","",""
"14884","23010","12","1","",""
"14885","13063","1","1","",""
"14886","13063","2","1","",""
"14887","13063","3","1","",""
"14888","13063","6","1","",""
"14889","13063","9","1","",""
"14890","13063","10","1","",""
"14891","11031","9","1","",""
"14892","11031","10","1","",""
"14893","16112","1","1","",""
"14894","16112","2","1","",""
"14895","16112","3","1","",""
"14896","16112","6","1","",""
"14897","16112","7","1","",""
"14898","16112","8","1","",""
"14899","16112","9","1","",""
"14900","16112","10","1","",""
"14901","20368","1","1","",""
"14902","20368","2","1","",""
"14903","20368","8","1","",""
"14904","20368","12","1","",""
"14905","16070","1","1","",""
"14906","16070","2","1","",""
"14907","16070","3","1","",""
"14908","16070","6","1","",""
"14909","16070","7","1","",""
"14910","16070","9","1","",""
"14911","16070","10","1","",""
"14912","16070","12","1","",""
"14913","16077","2","1","",""
"14914","7104","1","1","",""
"14915","7104","2","1","",""
"14916","32008","1","1","",""
"14917","32008","2","1","",""
"14918","32008","3","1","",""
"14919","32008","4","1","",""
"14920","32008","5","1","",""
"14921","32008","6","1","",""
"14922","32008","9","1","",""
"14923","32008","10","1","",""
"14924","32008","11","1","",""
"14925","32008","12","1","",""
"14926","16083","1","1","",""
"14927","16083","2","1","",""
"14928","16083","3","1","",""
"14929","16083","6","1","",""
"14930","16083","11","1","",""
"14931","12002","8","1","",""
"14932","12002","12","1","",""
"14933","32035","9","1","",""
"14934","19050","6","1","",""
"14935","28037","1","1","",""
"14936","28037","2","1","",""
"14937","16011","1","1","",""
"14938","16011","3","1","",""
"14939","28014","1","1","",""
"14940","28014","2","1","",""
"14941","28014","3","1","",""
"14942","28014","6","1","",""
"14943","28014","9","1","",""
"14944","17011","1","1","",""
"14945","17011","2","1","",""
"14946","17011","3","1","",""
"14947","17011","6","1","",""
"14948","17011","7","1","",""
"14949","17011","9","1","",""
"14950","17011","10","1","",""
"14951","17011","12","1","",""
"14952","28037","5","1","",""
"14953","28037","6","1","",""
"14954","14124","9","1","",""
"14955","14124","12","1","",""
"14956","7097","12","1","",""
"14957","11029","1","1","",""
"14958","11029","2","1","",""
"14959","11029","3","1","",""
"14960","11029","6","1","",""
"14961","11029","7","1","",""
"14962","11029","9","1","",""
"14963","11029","10","1","",""
"14964","7052","1","1","",""
"14965","7052","2","1","",""
"14966","7052","3","1","",""
"14967","7052","9","1","",""
"14968","7052","10","1","",""
"14969","7052","12","1","",""
"14970","29038","2","1","",""
"14971","7086","1","1","",""
"14972","7086","6","1","",""
"14973","7086","7","1","",""
"14974","7086","8","1","",""
"14975","13075","1","1","",""
"14976","13075","2","1","",""
"14977","8006","2","1","",""
"14978","8006","8","1","",""
"14979","8001","1","1","",""
"14980","8001","2","1","",""
"14981","8001","3","1","",""
"14982","17033","3","1","",""
"14983","8001","5","1","",""
"14984","8001","6","1","",""
"14985","8001","8","1","",""
"14986","8001","9","1","",""
"14987","8001","10","1","",""
"14988","8001","12","1","",""
"14989","8002","1","1","",""
"14990","8002","2","1","",""
"14991","8002","3","1","",""
"14992","8002","5","1","",""
"14993","8002","6","1","",""
"14994","8002","7","1","",""
"14995","8002","9","1","",""
"14996","8002","10","1","",""
"14997","8002","11","1","",""
"14998","8002","12","1","",""
"14999","8006","11","1","",""
"15000","8006","12","1","",""
"15001","17033","5","1","",""
"15002","17033","12","1","",""
"15003","16089","2","1","",""
"15004","26061","1","1","",""
"15005","26061","2","1","",""
"15006","8052","1","1","",""
"15007","8052","2","1","",""
"15008","8052","3","1","",""
"15009","8052","5","1","",""
"15010","8052","6","1","",""
"15011","26070","1","1","",""
"15012","26070","2","1","",""
"15013","26070","4","1","",""
"15014","26070","5","1","",""
"15015","26070","6","1","",""
"15016","26070","7","1","",""
"15017","26070","8","1","",""
"15018","26070","9","1","",""
"15019","30135","3","1","",""
"15020","8052","7","1","",""
"15021","8052","8","1","",""
"15022","8052","9","1","",""
"15023","8052","10","1","",""
"15024","8036","1","1","",""
"15025","8036","2","1","",""
"15026","8036","3","1","",""
"15027","8036","5","1","",""
"15028","8036","6","1","",""
"15029","8036","7","1","",""
"15030","8036","9","1","",""
"15031","8036","10","1","",""
"15032","8036","12","1","",""
"15033","13075","3","1","",""
"15034","13075","5","1","",""
"15035","13075","6","1","",""
"15036","13075","8","1","",""
"15037","13075","9","1","",""
"15038","13075","10","1","",""
"15039","13075","12","1","",""
"15040","13058","5","1","",""
"15041","13061","2","1","",""
"15042","13061","3","1","",""
"15043","13061","6","1","",""
"15044","13061","8","1","",""
"15045","13061","9","1","",""
"15046","15107","3","1","",""
"15047","15107","6","1","",""
"15048","15107","7","1","",""
"15049","20158","1","1","",""
"15050","20158","2","1","",""
"15051","20158","3","1","",""
"15052","29018","1","1","",""
"15053","29018","8","1","",""
"15054","29018","9","1","",""
"15055","29018","12","1","",""
"15056","11015","1","1","",""
"15057","11015","2","1","",""
"15058","11015","3","1","",""
"15059","11015","5","1","",""
"15060","11015","6","1","",""
"15061","11015","7","1","",""
"15062","11015","8","1","",""
"15063","11015","9","1","",""
"15064","11015","10","1","",""
"15065","11015","11","1","",""
"15066","20174","8","1","",""
"15067","20174","9","1","",""
"15068","7055","1","1","",""
"15069","7055","2","1","",""
"15070","7055","3","1","",""
"15071","7055","5","1","",""
"15072","7055","8","1","",""
"15073","7055","9","1","",""
"15074","7055","10","1","",""
"15075","30169","1","1","",""
"15076","30169","2","1","",""
"15077","30169","3","1","",""
"15078","30169","6","1","",""
"15079","30169","9","1","",""
"15080","30169","10","1","",""
"15081","30169","12","1","",""
"15082","20553","1","1","",""
"15083","20553","2","1","",""
"15084","20553","3","1","",""
"15085","29029","1","1","",""
"15086","29029","2","1","",""
"15087","29029","10","1","",""
"15088","8004","1","1","",""
"15089","8004","2","1","",""
"15090","8004","3","1","",""
"15091","8004","5","1","",""
"15092","8004","6","1","",""
"15093","8004","9","1","",""
"15094","8004","10","1","",""
"15095","8004","11","1","",""
"15096","20290","1","1","",""
"15097","20290","2","1","",""
"15098","20553","8","1","",""
"15099","20340","1","1","",""
"15100","20340","2","1","",""
"15101","20340","7","1","",""
"15102","20363","1","1","",""
"15103","20546","1","1","",""
"15104","20546","2","1","",""
"15105","20546","3","1","",""
"15106","20546","12","1","",""
"15107","7086","12","1","",""
"15108","16025","8","1","",""
"15109","16097","2","1","",""
"15110","20149","1","1","",""
"15111","20149","2","1","",""
"15112","10033","1","1","",""
"15113","10033","2","1","",""
"15114","20203","2","1","",""
"15115","20203","9","1","",""
"15116","25014","1","1","",""
"15117","25014","2","1","",""
"15118","25014","3","1","",""
"15119","25014","5","1","",""
"15120","25014","6","1","",""
"15121","25014","9","1","",""
"15122","25014","10","1","",""
"15123","25014","12","1","",""
"15124","13053","1","1","",""
"15125","13053","2","1","",""
"15126","13053","12","1","",""
"15127","13054","1","1","",""
"15128","13054","2","1","",""
"15129","13054","3","1","",""
"15130","13054","6","1","",""
"15131","13054","8","1","",""
"15132","21087","1","1","",""
"15133","21087","2","1","",""
"15134","30064","1","1","",""
"15135","30064","2","1","",""
"15136","30064","3","1","",""
"15137","30064","8","1","",""
"15138","30064","9","1","",""
"15139","30064","10","1","",""
"15140","30064","12","1","",""
"15141","11012","6","1","",""
"15142","11012","2","1","",""
"15143","9010","2","1","",""
"15144","26035","1","1","",""
"15145","26035","2","1","",""
"15146","26035","6","1","",""
"15147","26035","9","1","",""
"15148","26035","10","1","",""
"15149","26035","12","1","",""
"15150","26039","1","1","",""
"15151","26039","2","1","",""
"15152","26039","3","1","",""
"15153","26039","6","1","",""
"15154","26039","9","1","",""
"15155","26039","10","1","",""
"15156","26040","1","1","",""
"15157","26040","2","1","",""
"15158","26040","9","1","",""
"15159","26040","10","1","",""
"15160","16025","1","1","",""
"15161","16025","6","1","",""
"15162","16059","1","1","",""
"15163","16059","2","1","",""
"15164","30034","1","1","",""
"15165","30034","2","1","",""
"15166","30034","3","1","",""
"15167","30034","9","1","",""
"15168","30034","10","1","",""
"15169","30034","12","1","",""
"15170","20419","1","1","",""
"15171","20419","12","1","",""
"15172","20077","1","1","",""
"15173","20077","2","1","",""
"15174","20077","3","1","",""
"15175","20077","8","1","",""
"15176","9010","3","1","",""
"15177","9010","5","1","",""
"15178","9010","10","1","",""
"15179","9010","11","1","",""
"15180","9010","12","1","",""
"15181","9011","2","1","",""
"15182","9011","3","1","",""
"15183","9011","5","1","",""
"15184","9011","10","1","",""
"15185","9011","11","1","",""
"15186","9011","12","1","",""
"15187","13065","1","1","",""
"15188","13065","2","1","",""
"15189","13065","3","1","",""
"15190","13065","8","1","",""
"15191","13065","12","1","",""
"15192","16059","8","1","",""
"15193","16059","12","1","",""
"15194","29056","1","1","",""
"15195","29056","6","1","",""
"15196","29056","11","1","",""
"15197","5005","3","1","",""
"15198","5005","5","1","",""
"15199","5005","6","1","",""
"15200","5005","9","1","",""
"15201","5005","10","1","",""
"15202","29056","12","1","",""
"15203","11038","1","1","",""
"15204","11038","2","1","",""
"15205","11038","3","1","",""
"15206","11038","6","1","",""
"15207","11038","7","1","",""
"15208","11038","8","1","",""
"15209","11038","9","1","",""
"15210","11038","10","1","",""
"15211","11038","12","1","",""
"15212","5002","5","1","",""
"15213","5002","6","1","",""
"15214","5002","7","1","",""
"15215","5002","8","1","",""
"15216","5002","9","1","",""
"15217","5002","10","1","",""
"15218","5002","11","1","",""
"15219","5002","12","1","",""
"15220","5005","1","1","",""
"15221","5005","2","1","",""
"15222","20210","2","1","",""
"15223","7087","3","1","",""
"15224","7087","8","1","",""
"15225","7087","9","1","",""
"15226","7087","10","1","",""
"15227","7102","1","1","",""
"15228","7102","2","1","",""
"15229","7102","9","1","",""
"15230","7102","10","1","",""
"15231","5008","1","1","",""
"15232","5008","2","1","",""
"15233","20542","1","1","",""
"15234","20542","2","1","",""
"15235","30158","1","1","",""
"15236","30158","2","1","",""
"15237","30158","3","1","",""
"15238","30158","9","1","",""
"15239","30158","10","1","",""
"15240","15042","1","1","",""
"15241","15042","2","1","",""
"15242","15042","9","1","",""
"15243","15042","10","1","",""
"15244","15042","11","1","",""
"15245","32002","1","1","",""
"15246","32002","2","1","",""
"15247","32002","10","1","",""
"15248","16071","1","1","",""
"15249","16071","2","1","",""
"15250","16071","3","1","",""
"15251","16071","6","1","",""
"15252","16071","8","1","",""
"15253","16071","9","1","",""
"15254","11045","12","1","",""
"15255","7114","2","1","",""
"15256","13083","1","1","",""
"15257","13083","2","1","",""
"15258","15096","8","1","",""
"15259","15096","9","1","",""
"15260","15096","10","1","",""
"15261","15096","11","1","",""
"15262","15096","12","1","",""
"15263","26028","1","1","",""
"15264","26028","2","1","",""
"15265","26028","3","1","",""
"15266","26028","6","1","",""
"15267","8010","1","1","",""
"15268","8010","2","1","",""
"15269","8010","3","1","",""
"15270","8010","5","1","",""
"15271","8010","6","1","",""
"15272","8010","9","1","",""
"15273","8010","10","1","",""
"15274","8010","11","1","",""
"15275","8010","12","1","",""
"15276","26002","1","1","",""
"15277","26002","2","1","",""
"15278","26002","3","1","",""
"15279","26002","6","1","",""
"15280","26002","7","1","",""
"15281","26002","9","1","",""
"15282","26002","10","1","",""
"15283","26002","12","1","",""
"15284","8014","1","1","",""
"15285","8014","2","1","",""
"15286","8014","12","1","",""
"15287","25013","1","1","",""
"15288","25013","2","1","",""
"15289","25013","3","1","",""
"15290","25013","5","1","",""
"15291","25013","6","1","",""
"15292","25013","9","1","",""
"15293","25013","10","1","",""
"15294","15104","1","1","",""
"15295","15104","2","1","",""
"15296","15104","3","1","",""
"15297","15104","5","1","",""
"15298","15104","6","1","",""
"15299","15104","8","1","",""
"15300","15104","9","1","",""
"15301","15104","10","1","",""
"15302","15104","11","1","",""
"15303","15029","1","1","",""
"15304","15029","2","1","",""
"15305","15029","6","1","",""
"15306","15029","8","1","",""
"15307","15029","9","1","",""
"15308","15029","10","1","",""
"15309","15029","11","1","",""
"15310","15109","3","1","",""
"15311","15109","6","1","",""
"15312","15109","7","1","",""
"15313","15109","8","1","",""
"15314","15109","11","1","",""
"15315","15065","2","1","",""
"15316","15109","2","1","",""
"15317","15065","6","1","",""
"15318","15065","11","1","",""
"15319","15065","12","1","",""
"15320","24057","1","1","",""
"15321","24057","2","1","",""
"15322","24057","3","1","",""
"15323","24057","5","1","",""
"15324","24057","6","1","",""
"15325","24057","8","1","",""
"15326","24057","9","1","",""
"15327","24057","11","1","",""
"15328","15069","1","1","",""
"15329","15069","2","1","",""
"15330","15069","3","1","",""
"15331","15069","5","1","",""
"15332","15069","6","1","",""
"15333","15069","8","1","",""
"15334","15069","10","1","",""
"15335","15069","11","1","",""
"15336","15069","12","1","",""
"15337","24057","12","1","",""
"15338","11035","2","1","",""
"15339","11035","3","1","",""
"15340","11035","6","1","",""
"15341","11035","7","1","",""
"15342","11035","8","1","",""
"15343","11035","9","1","",""
"15344","11035","10","1","",""
"15345","11035","12","1","",""
"15346","26055","1","1","",""
"15347","15096","6","1","",""
"15348","15096","7","1","",""
"15349","26028","8","1","",""
"15350","26028","9","1","",""
"15351","26028","12","1","",""
"15352","26036","1","1","",""
"15353","26036","2","1","",""
"15354","26036","3","1","",""
"15355","26036","6","1","",""
"15356","26036","9","1","",""
"15357","26036","10","1","",""
"15358","26055","2","1","",""
"15359","26055","3","1","",""
"15360","26055","5","1","",""
"15361","26055","8","1","",""
"15362","26055","9","1","",""
"15363","26055","10","1","",""
"15364","28026","1","1","",""
"15365","28026","2","1","",""
"15366","28026","3","1","",""
"15367","28026","6","1","",""
"15368","28026","9","1","",""
"15369","28026","10","1","",""
"15370","10001","2","1","",""
"15371","10001","9","1","",""
"15372","10001","10","1","",""
"15373","10001","11","1","",""
"15374","10001","12","1","",""
"15375","10001","1","1","",""
"15376","27006","1","1","",""
"15377","27006","2","1","",""
"15378","27006","3","1","",""
"15379","27006","6","1","",""
"15380","27006","7","1","",""
"15381","27006","9","1","",""
"15382","30008","2","1","",""
"15383","30019","1","1","",""
"15384","30019","2","1","",""
"15385","30019","12","1","",""
"15386","7078","1","1","",""
"15387","7078","2","1","",""
"15388","7078","3","1","",""
"15389","7078","6","1","",""
"15390","7078","9","1","",""
"15391","7078","10","1","",""
"15392","7078","12","1","",""
"15393","14045","1","1","",""
"15394","14045","2","1","",""
"15395","14045","6","1","",""
"15396","14045","7","1","",""
"15397","14045","8","1","",""
"15398","14045","12","1","",""
"15399","20164","1","1","",""
"15400","13029","2","1","",""
"15401","26049","1","1","",""
"15402","26049","2","1","",""
"15403","26049","5","1","",""
"15404","20164","2","1","",""
"15405","13029","3","1","",""
"15406","13029","6","1","",""
"15407","13029","9","1","",""
"15408","13029","10","1","",""
"15409","13029","12","1","",""
"15410","27011","1","1","",""
"15411","27011","2","1","",""
"15412","5011","1","1","",""
"15413","5011","2","1","",""
"15414","5011","3","1","",""
"15415","5011","6","1","",""
"15416","5011","9","1","",""
"15417","5011","10","1","",""
"15418","5011","12","1","",""
"15419","11004","7","1","",""
"15420","11004","9","1","",""
"15421","11004","10","1","",""
"15422","14092","1","1","",""
"15423","14092","2","1","",""
"15424","20002","1","1","",""
"15425","20002","8","1","",""
"15426","16001","2","1","",""
"15427","16001","4","1","",""
"15428","16001","6","1","",""
"15429","16086","2","1","",""
"15430","14092","12","1","",""
"15431","14095","1","1","",""
"15432","14095","2","1","",""
"15433","14095","3","1","",""
"15434","14095","6","1","",""
"15435","16084","8","1","",""
"15436","16084","9","1","",""
"15437","16084","10","1","",""
"15438","16084","12","1","",""
"15439","30205","3","1","",""
"15440","30205","6","1","",""
"15441","30205","8","1","",""
"15442","30205","9","1","",""
"15443","30205","10","1","",""
"15444","30205","12","1","",""
"15445","7087","12","1","",""
"15446","7122","1","1","",""
"15447","7122","3","1","",""
"15448","12011","9","1","",""
"15449","12011","10","1","",""
"15450","12012","1","1","",""
"15451","24048","1","1","",""
"15452","24048","2","1","",""
"15453","24048","3","1","",""
"15454","7122","12","1","",""
"15455","29025","1","1","",""
"15456","29025","8","1","",""
"15457","29025","9","1","",""
"15458","11036","1","1","",""
"15459","11036","2","1","",""
"15460","11036","3","1","",""
"15461","11036","6","1","",""
"15462","11036","12","1","",""
"15463","29021","1","1","",""
"15464","29021","2","1","",""
"15465","29021","3","1","",""
"15466","29021","11","1","",""
"15467","29021","12","1","",""
"15468","30205","1","1","",""
"15469","30205","2","1","",""
"15470","13047","1","1","",""
"15471","13047","2","1","",""
"15472","13047","3","1","",""
"15473","13047","6","1","",""
"15474","13049","1","1","",""
"15475","13049","2","1","",""
"15476","13049","3","1","",""
"15477","13049","5","1","",""
"15478","13049","8","1","",""
"15479","13049","10","1","",""
"15480","24048","6","1","",""
"15481","24048","8","1","",""
"15482","24048","10","1","",""
"15483","24048","11","1","",""
"15484","24048","12","1","",""
"15485","13049","12","1","",""
"15486","13052","1","1","",""
"15487","13052","2","1","",""
"15488","13052","6","1","",""
"15489","13052","8","1","",""
"15490","13052","9","1","",""
"15491","13052","10","1","",""
"15492","7065","1","1","",""
"15493","7065","2","1","",""
"15494","7065","3","1","",""
"15495","7065","6","1","",""
"15496","7065","9","1","",""
"15497","7065","10","1","",""
"15498","13052","12","1","",""
"15499","29053","1","1","",""
"15500","29053","2","1","",""
"15501","29053","3","1","",""
"15502","29053","6","1","",""
"15503","15039","1","1","",""
"15504","15039","2","1","",""
"15505","15039","3","1","",""
"15506","15039","5","1","",""
"15507","15039","6","1","",""
"15508","15039","8","1","",""
"15509","15039","9","1","",""
"15510","15039","10","1","",""
"15511","15039","11","1","",""
"15512","15039","12","1","",""
"15513","30048","1","1","",""
"15514","30048","2","1","",""
"15515","30048","3","1","",""
"15516","30048","8","1","",""
"15517","30048","9","1","",""
"15518","30048","10","1","",""
"15519","30048","12","1","",""
"15520","14077","6","1","",""
"15521","15045","1","1","",""
"15522","15045","2","1","",""
"15523","15045","3","1","",""
"15524","15045","6","1","",""
"15525","15045","9","1","",""
"15526","15045","10","1","",""
"15527","14077","7","1","",""
"15528","14077","9","1","",""
"15529","17019","10","1","",""
"15530","15045","11","1","",""
"15531","15045","12","1","",""
"15532","15048","1","1","",""
"15533","15048","2","1","",""
"15534","15048","3","1","",""
"15535","12024","1","1","",""
"15536","12024","2","1","",""
"15537","12024","3","1","",""
"15538","12024","5","1","",""
"15539","12024","6","1","",""
"15540","12024","8","1","",""
"15541","12024","9","1","",""
"15542","12024","12","1","",""
"15543","12028","1","1","",""
"15544","12028","2","1","",""
"15545","12028","3","1","",""
"15546","12028","10","1","",""
"15547","12028","12","1","",""
"15548","30074","6","1","",""
"15549","30074","8","1","",""
"15550","30074","9","1","",""
"15551","30074","10","1","",""
"15552","30074","2","1","",""
"15553","30074","3","1","",""
"15554","15048","6","1","",""
"15555","15048","7","1","",""
"15556","15048","9","1","",""
"15557","15048","10","1","",""
"15558","15048","12","1","",""
"15559","32039","1","1","",""
"15560","20514","1","1","",""
"15561","20514","2","1","",""
"15562","20514","9","1","",""
"15563","32007","10","1","",""
"15564","18010","2","1","",""
"15565","18010","3","1","",""
"15566","18010","6","1","",""
"15567","20565","1","1","",""
"15568","20565","2","1","",""
"15569","20565","3","1","",""
"15570","20565","8","1","",""
"15571","20565","11","1","",""
"15572","30152","1","1","",""
"15573","30152","2","1","",""
"15574","30194","1","1","",""
"15575","30194","2","1","",""
"15576","30194","3","1","",""
"15577","30194","6","1","",""
"15578","30194","8","1","",""
"15579","30194","9","1","",""
"15580","30194","11","1","",""
"15581","30194","12","1","",""
"15582","30212","1","1","",""
"15583","30212","2","1","",""
"15584","30212","5","1","",""
"15585","30212","9","1","",""
"15586","30212","10","1","",""
"15587","30212","11","1","",""
"15588","30212","12","1","",""
"15589","30085","1","1","",""
"15590","30085","2","1","",""
"15591","30085","11","1","",""
"15592","15040","1","1","",""
"15593","15040","2","1","",""
"15594","15040","3","1","",""
"15595","15040","11","1","",""
"15596","15040","12","1","",""
"15597","18010","1","1","",""
"15598","18010","10","1","",""
"15599","20469","1","1","",""
"15600","20469","2","1","",""
"15601","20501","1","1","",""
"15602","20501","2","1","",""
"15603","32039","2","1","",""
"15604","32039","3","1","",""
"15605","32039","5","1","",""
"15606","32039","6","1","",""
"15607","32039","7","1","",""
"15608","32039","8","1","",""
"15609","32039","9","1","",""
"15610","32039","10","1","",""
"15611","32037","1","1","",""
"15612","32037","2","1","",""
"15613","32037","3","1","",""
"15614","29007","1","1","",""
"15615","29007","2","1","",""
"15616","29007","8","1","",""
"15617","27012","6","1","",""
"15618","27012","7","1","",""
"15619","27012","8","1","",""
"15620","27012","10","1","",""
"15621","27012","11","1","",""
"15622","27012","12","1","",""
"15623","32029","12","1","",""
"15624","32031","1","1","",""
"15625","32031","9","1","",""
"15626","32031","12","1","",""
"15627","18007","6","1","",""
"15628","21009","12","1","",""
"15629","32025","1","1","",""
"15630","32025","2","1","",""
"15631","2002","9","1","",""
"15632","2002","10","1","",""
"15633","2002","11","1","",""
"15634","2002","12","1","",""
"15635","16074","1","1","",""
"15636","16074","2","1","",""
"15637","16074","3","1","",""
"15638","16074","12","1","",""
"15639","32026","1","1","",""
"15640","32026","2","1","",""
"15641","14072","1","1","",""
"15642","14072","2","1","",""
"15643","14072","3","1","",""
"15644","14072","6","1","",""
"15645","18007","11","1","",""
"15646","14074","2","1","",""
"15647","14074","7","1","",""
"15648","32030","1","1","",""
"15649","32030","2","1","",""
"15650","14109","1","1","",""
"15651","14109","2","1","",""
"15652","14109","3","1","",""
"15653","14109","6","1","",""
"15654","14109","7","1","",""
"15655","9007","2","1","",""
"15656","9007","3","1","",""
"15657","9007","5","1","",""
"15658","9007","10","1","",""
"15659","9007","11","1","",""
"15660","9007","12","1","",""
"15661","14046","12","1","",""
"15662","14091","1","1","",""
"15663","7027","1","1","",""
"15664","7027","2","1","",""
"15665","7027","3","1","",""
"15666","7027","9","1","",""
"15667","7027","10","1","",""
"15668","24001","6","1","",""
"15669","14091","6","1","",""
"15670","14091","7","1","",""
"15671","14091","9","1","",""
"15672","14091","11","1","",""
"15673","14116","1","1","",""
"15674","14116","2","1","",""
"15675","14116","5","1","",""
"15676","14116","6","1","",""
"15677","14116","7","1","",""
"15678","14116","9","1","",""
"15679","14116","10","1","",""
"15680","7057","1","1","",""
"15681","7057","2","1","",""
"15682","7057","3","1","",""
"15683","14117","12","1","",""
"15684","12022","1","1","",""
"15685","32033","1","1","",""
"15686","32033","2","1","",""
"15687","32033","3","1","",""
"15688","32033","6","1","",""
