"id_serv","folio","tipotom2","num_tom","recib_ex","mon_fact","mon_reca","v_sum_m3","frecfac2"
"15650","29005","3","3020","3020","1000000","1000000","NA","1"
"15651","15045","2","2","2","5000","NA","NA","1"
"15652","28004","4","23","276","108000","NA","NA","1"
"15653","23009","1","7827","93924","34495128","NA","NA","1"
"15654","23009","3","952","11424","42025385","NA","NA","1"
"15655","23009","5","97","1164","2345129","NA","NA","1"
"15656","11034","1","862","10344","NA","NA","NA","1"
"15657","8004","1","1171","14052","NA","NA","NA","1"
"15658","8004","2","9","108","NA","NA","NA","1"
"15659","8004","3","36","432","NA","NA","NA","1"
"15660","8004","4","","","NA","NA","NA","1"
"15661","8004","5","28","336","NA","NA","NA","1"
"15662","14006","1","2495","29390","NA","NA","NA","1"
"15663","14006","3","4","48","NA","NA","NA","1"
"15664","23009","4","140","1680","NA","NA","NA","1"
"15665","28015","1","2630","2630","NA","NA","NA","1"
"15666","28015","2","5","5","NA","NA","NA","1"
"15667","28015","3","140","140","NA","NA","NA","1"
"15668","28015","4","13","13","NA","NA","NA","1"
"15669","11013","2","10","NA","NA","NA","NA","1"
"15670","11013","3","116","NA","NA","NA","NA","1"
"15671","11013","4","40","NA","NA","NA","NA","1"
"15672","14008","2","2","NA","NA","NA","NA","1"
"15673","14008","3","335","NA","NA","NA","NA","1"
"15674","14008","5","6","NA","NA","NA","NA","1"
"15675","14006","4","","NA","NA","NA","NA","1"
"15676","14006","5","","NA","NA","NA","NA","1"
"15677","30126","1","NA","NA","NA","NA","NA","1"
"15678","30126","2","NA","NA","NA","NA","NA","1"
"15679","30126","3","NA","NA","NA","NA","NA","1"
"15680","30126","4","NA","NA","NA","NA","NA","1"
"15681","25004","1","NA","NA","NA","NA","NA","1"
"15682","20493","1","NA","NA","NA","NA","NA","1"
"15683","9008","1","12042","72435","60908451","41674030.71","2732759","2"
"15684","9008","3","936","5834","50515819","43787567.9","572938","2"
"15685","9008","5","651","3883","4591890","2358332.95","242342","2"
"15686","31102","1","13873","83238","12452400","9389300","214489","2"
"15687","31102","3","1653","9918","6320040","4740030","79137","2"
"15688","11035","1","13270","13270","672424","672424","538396","2"
"15689","11035","2","28","28","12605","12605","5612","2"
"15690","11035","3","468","468","48442","48442","28464","2"
"15691","11035","5","790","790","1737460","1737460","227503","2"
"15692","9005","1","138906","835602","265944867","185074469.85","23989138","2"
"15693","20360","1","1021","400","76575","30000","10000","2"
"15694","15121","1","86754","86754","3433374218.95","95363419.81","18038289.804","2"
"15695","15121","2","988","988","93114719","68880601.8","1795330.98","2"
"15696","15121","3","4079","4079","139672078","87269470.25","2679232.08","2"
"15697","9012","3","3917","23601","267888140","234599656.1","3040005","2"
"15698","9012","5","1518","8518","10146743","6150424.28","507917","2"
"15699","6007","4","","","","","","2"
"15700","6007","5","","","","","","2"
"15701","6007","2","490","490","63483856","55908560","1103595","2"
"15702","6007","3","2307","2307","34605575","28993378.12","749842","2"
"15703","9003","1","106796","639824","231157789","176825537.89","16094107","2"
"15704","9003","3","7154","42781","284079379","223544600.46","3467800","2"
"15705","9003","5","3332","19930","15206273","10587273.64","959716","2"
"15706","9004","1","27093","163189","146668440","110258950.28","6241540","2"
"15707","9006","1","67744","401341","108188718","73261875","11232398","2"
"15708","9006","3","5273","31630","125032076","90289770.68","1541735","2"
"15709","9006","5","6076","36240","17414541","12532848.25","1742584","2"
"15710","9016","1","103379","620348","426597736","313060045.91","19271802","2"
"15711","9016","3","11665","70173","540771323","491879197.92","6870156","2"
"15712","15051","1","10782","10782","48206476.59","34932229.42","1073682","2"
"15713","15051","2","848","848","6587761.84","4773740.47","214868","2"
"15714","15051","3","115","115","7471941.6","5414450.44","1103345","2"
"15715","6007","1","46269","46269","160971026","117453331.68","8072001","2"
"15716","9005","5","15838","95130","57178612","41349150.29","4590645","2"
"15717","31050","1","309347","1856082","268196001","203830969","44299909","2"
"15718","31050","3","26795","160770","76457169","58108021","7059528","2"
"15719","17006","1","25419","23820","3773739.25","32269039.09","898166","2"
"15720","17006","2","11","6","154530.91","2464153","4958","2"
"15721","17006","3","2623","2465","2491904.54","25016366.63","203293","2"
"15722","9010","5","4929","28476","23199429","15900573.88","1808227","2"
"15723","15029","1","112","112","263419","263419","3683","2"
"15724","15029","3","101","101","225310","225310","3684","2"
"15725","14067","1","79042","43356","284952102","284952102","17493275","2"
"15726","20161","1","50","50","36","1800","600","2"
"15727","20333","1","1386","1386","555655","447970","111131","2"
"15728","20333","4","14","14","90455","90455","18091","2"
"15729","9013","1","28977","174381","51203942","37288584.37","4049756","2"
"15730","9013","3","1990","11917","75178854","58971866.94","829265","2"
"15731","9013","5","4165","24509","11103508","7805763.1","745756","2"
"15732","9014","1","137725","813117","275511009","219850035.76","17493736","2"
"15733","9014","3","16784","100220","351643868","299680967.69","4707277","2"
"15734","9014","5","4940","29137","34967961","27888331.96","2134973","2"
"15735","14063","2","5","3","870650","580300","1100320","2"
"15736","14063","3","3","3","980430","980430","630210","2"
"15737","15104","1","133674","133674","484857022","331646249.46","22947496","2"
"15738","15104","2","770","770","132315805","117663748","1494428","2"
"15739","15104","3","7091","7091","166626512","130317474","2325692","2"
"15740","15065","1","4643","2307","1781239","1781239","2465.27","2"
"15741","15065","3","23","15","40320","40320","12.21","2"
"15742","9011","1","23572","136525","28283505","17000368.27","2807335","2"
"15743","9011","3","1416","8497","53276894","43844614.82","575853","2"
"15744","9011","5","3196","18165","8255430","5604865.77","490530","2"
"15745","15039","1","427","2562","477445.17","477445.17","33812713","2"
"15746","15039","2","108","648","4704062.58","5190308.28","290502.33","2"
"15747","15039","3","560","3360","14347196.59","14347196.59","169990.48","2"
"15748","15048","1","1199","2981","1541406.67","1541406.67","280566","2"
"15749","15048","3","72","52","466005.75","466005.75","16848","2"
"15750","15048","5","6","12","4297.96","4297.96","1404","2"
"15751","9016","5","4073","24690","64051460","44307550.15","2568270","2"
"15752","31101","3","840","840","174036.28","174036.28","80","2"
"15753","14038","3","6","6","50605.67","50605.67","","2"
"15754","20487","1","255","255","90000","35345","215","2"
"15755","15035","3","245","245","1611343","1611343","273743","2"
"15756","15040","1","5015","3610","6269248","6269248","162450","2"
"15757","15040","2","","","","","","2"
"15758","15040","3","503","287","1250576","1250576","43050","2"
"15759","15040","4","","","","","","2"
"15760","11021","3","530","3180","512978","89765","21992","2"
"15761","11021","4","99","594","133138","217078","10302","2"
"15762","11021","5","505","3030","294863","29403","16879","2"
"15763","11021","1","16406","98436","4332707","3348315","329899","2"
"15764","11021","2","35","210","95877","282045","3803","2"
"15765","20131","1","2028","12168","855990","855990","473537","2"
"15766","20131","4","14","66","3360","3360","2330","2"
"15767","9009","3","302","1755","9376125","6279093.25","96313","2"
"15768","9009","1","2391","14032","2823156","1671274.25","296078","2"
"15769","9009","5","928","5356","1679072","1006136.66","136327","2"
"15770","9004","3","1478","8964","76549275","73201922.91","993902","2"
"15771","9004","5","1118","6645","8124346","5616170.33","434102","2"
"15772","9005","3","9372","56785","379190445","329451339.1","4483840","2"
"15773","9017","1","61220","370337","96736478","63970504.98","10535097","2"
"15774","9017","3","6576","39371","186637015","128004905.42","2107394","2"
"15775","21156","1","31735","30903","26791603.01","20619184.33","2713187","2"
"15776","21156","2","173","158","1265125.25","900604.93","1075615","2"
"15777","21156","3","2434","2176","8440384.73","6933451.04","4703770","2"
"15778","21156","4","31","31","336216.59","324556.78","95814","2"
"15779","21156","5","95","87","580459.46","472871.52","443854","2"
"15780","15037","1","29147","85812","185185952.2","185185952.2","8630432.18","2"
"15781","15037","3","1031","2729","61415786.14","61415786.14","305123.73","2"
"15782","9012","1","52793","319578","149331209","105706114.09","9012069","2"
"15783","15044","1","964","771","471852","471852","11565","2"
"15784","15044","3","57","19","32940","32940","1710","2"
"15785","9017","5","7227","41744","23555571","16532289.08","2323542","2"
"15786","15025","1","7596","2555","116.11","6207455.25","68400","2"
"15787","15025","2","13","13","462.04","120041.21","37500","2"
"15788","15025","3","1054","650","462.04","15302940.9","NSS","2"
"15789","15024","1","23203","37125","4380488","3128481","NSS","2"
"15790","15024","2","6775","12190","12601397","9600998","NSS","2"
"15791","15024","3","1809","1928","3600399","2571714","NSS","2"
"15792","15024","4","140","NSS","NSS","NSS","NSS","2"
"15793","16066","4","","","","","","2"
"15794","15033","1","4254","16621","10286739.64","10286739.64","NSS","2"
"15795","9002","1","81025","484464","109548301","76468294.68","13235413","2"
"15796","9002","3","6009","36192","256511009","255121926.15","3099080","2"
"15797","9002","5","6589","39496","19404779","13913616.58","2314933","2"
"15798","15103","1","85","186","55000","55000","100.45188","2"
"15799","16051","3","308","1980","525124.5","525124.5","65640.57","2"
"15800","16051","1","2530","8202","3711080.92","3711080.92","618513.49","2"
"15801","13069","1","68485","410910","70343241","40689568.9","4217948","2"
"15802","13069","2","356","2136","39186245","22667016.9","388627","2"
"15803","13069","3","1080","6480","7117024","4116794.52","117844","2"
"15804","13069","4","22","132","345646","199936.83","30127","2"
"15805","13069","5","5","30","2447.3","1415.6","324","2"
"15806","15070","1","2134","2134","45348984.53","45348984.5","NSS","2"
"15807","15070","3","2166","2166","20620528.47","20620528.47","NSS","2"
"15808","16108","3","1131","6786","3931764","2652603","227766","2"
"15809","16108","1","12172","73032","13459654","6931308","2783133","2"
"15810","16108","2","18","108","169331","168689","2691","2"
"15811","27004","1","32684","196104","16589886.76","3191474.69","11002424","2"
"15812","27004","2","160","960","1492097.68","1734629.35","242362","2"
"15813","27004","3","2930","17580","5410934.37","3658342.1","1016683","2"
"15814","27004","4","563","3378","3004909.394","5263053.31","498949","2"
"15815","32034","1","8500","51000","11220000","10451140","1275000","2"
"15816","32034","2","25","150","33000","32340","3750","2"
"15817","32034","3","184","1104","242880","407199","27600","2"
"15818","32034","4","23","138","30360","26220","3450","2"
"15819","15088","1","9438","9438","11804763","","","2"
"15820","15088","3","595","595","4230071","","","2"
"15821","10004","1","1482","8892","ND","1354821","NSS","2"
"15822","10004","3","155","930","ND","285629","NSS","2"
"15823","9007","1","112328","670725","167358887","71526464.21","18508092","2"
"15824","9007","3","14075","84512","342454423","278152934.93","3911673","2"
"15825","9007","5","11028","65103","23485247","11995781.44","2843209","2"
"15826","20067","1","42981","257730","34371136","17938502","4440538","2"
"15827","20067","2","1162","6972","7624296","4135835","288244","2"
"15828","20067","3","3394","20364","5316180","2748253","393295","2"
"15829","20067","4","803","4818","3997365","2899415","151366","2"
"15830","15106","1","37623","27373","57265147.33","33665064.13","4953439","2"
"15831","15106","3","11343","3059","64294258.88","37797341.87","1743987","2"
"15832","15106","5","10232","2761","15905059.68","9350274.63","761580","2"
"15833","15092","1","539","179","120","21480","17552","2"
"15834","15092","3","233","80","547","43780","40604","2"
"15835","15031","3","152","942","4040846","4040846","78062","2"
"15836","15013","3","5267","4665","130671432","113003545.13","1894887.75","2"
"15837","15013","1","106606","43814","554309416.63","554309416.62","28205367.13","2"
"15838","15013","2","135","54","16896676.68","16896676.68","154519.76","2"
"15839","15013","4","260","258","87522974.26","87522974.26","1359865.23","2"
"15840","15013","5","51","18","37418.39","933681.51","5209.68","2"
"15841","15057","1","79010","79010","404891733","308201246","16301138","2"
"15842","15057","2","1164","1164","52321160","35637002","632862","2"
"15843","15057","3","8369","8369","175195345","101037727","2359714","2"
"15844","15057","4","191","191","1504815","1120553","48291","2"
"15845","15059","1","643","358","249168","249168","90","2"
"15846","15059","3","20","14","27048","27048","90","2"
"15847","15081","1","85140","85140","92276482.81","92276482.81","NSS","2"
"15848","15081","2","","","","","","2"
"15849","15081","3","2479","2479","44984116.1","44984116.1","NSS","2"
"15850","15081","4","6","6","","","NSS","2"
"15851","15081","5","439","439","1017001.66","1017001.66","NSS","2"
"15852","15110","1","4110","8046","NA","16951725","1467204","2"
"15853","15110","3","394","1058","NA","5240545","27134","2"
"15854","17007","1","101003","101003","222424744.61","NA","38804342.57","2"
"15855","17007","2","56","56","1340539.49","NA","21514.64","2"
"15856","17007","3","9104","9104","104152991","NA","3497665.76","2"
"15857","15020","1","4910","","","10619016.54","NA","2"
"15858","15020","3","4799","","","116584798.34","NA","2"
"15859","15026","1","22","1","70","70","NA","2"
"15860","15026","3","1","1","5126","5126","NA","2"
"15861","15109","1","28128","120904","50191728.89","50191728.89","NA","2"
"15862","15109","2","391","2099","46643735.29","46643735.29","NA","2"
"15863","15109","3","2970","16036","31800489.66","31800489.66","NA","2"
"15864","1007","5","68","68","448761.48","13947.1","NA","2"
"15865","1007","1","10578","10578","14095619.15","1065848.13","NA","2"
"15866","1007","2","1","1","126437.34","8653.34","NA","2"
"15867","1007","3","252","252","960458.39","46022.06","NA","2"
"15868","13061","5","","","","","","4"
"15869","32019","1","7970","6251","9170714","8860593","819016","4"
"15870","32019","2","462","263","425792","411393","38764","4"
"15871","32019","3","468","374","532240","514242","48358","4"
"15872","32019","4","134","127","212896","205697","40751","4"
"15873","32019","5","254","207","303164","292912","27075","4"
"15874","13047","4","21","","","","","4"
"15875","14050","3","1","1","26673.73","26673.73","1644","4"
"15876","28037","5","","","","","","4"
"15877","14066","3","4","4","33525","33525","3240","4"
"15878","15025","4","86","","","","","4"
"15879","16075","1","4","","7266.37","","5760","4"
"15880","16075","2","49","31","637687.6","390676.05","164640","4"
"15881","16075","3","48","32","352370.06","235396.49","103680","4"
"15882","16070","1","5560","15612","2875625.3","2875625.3","6096531.64","4"
"15883","16070","2","102","834","1576557.06","1576557.06","3724945.73","4"
"15884","16070","3","209","3048","1050678.09","1050678.09","1356728.07","4"
"15885","32002","1","794","3075","938273","938273","742507","4"
"15886","32002","3","1","6","4568","4568","1263","4"
"15887","14074","1","3090","5433","3498599.8","3498599.8","268560","4"
"15888","14074","3","128","221","810825.79","810825.79","24836","4"
"15889","14005","1","61","61","65143.45","65143.45","NA","4"
"15890","14005","2","3","3","1788.96","1788.96","NA","4"
"15891","20283","1","389","274","13600","13600","NA","4"
"15892","14121","3","2","6","22908.19","22908.19","NA","4"
"15893","14111","1","145","NA","139204","139204","NA","4"
"15894","14111","3","25","NA","26928","26928","NA","4"
"15895","14119","2","76","53","NA","541541.28","NA","4"
"15896","14119","3","363","254","NA","335280","NA","4"
"15897","14119","4","20","14","NA","18688.32","NA","4"
"15898","14119","5","286","200","NA","252144","NA","4"
"15899","20504","1","NA","NA","NA","NA","NA","4"
"15905","21053","4","","NA","NA","NA","NA","4"
"15906","21053","5","","NA","NA","NA","NA","4"
"15907","14059","2","4","NSS","88526.87","88526.87","12","1"
"15908","11019","1","2397","NSS","4296289.34","4549940.7","322563","1"
"15909","11019","2","7","NSS","302095.81","301750.12","15050","1"
"15910","11019","3","197","NSS","688423.59","713227.72","30354","1"
"15911","11019","5","122","NSS","302095.81","413172.84","15050","1"
"15912","22001","1","19494","NSS","28788363.67","27242253","2440934","1"
"15913","22001","2","4","NSS","784284","784284","8951","1"
"15914","22001","3","325","NSS","3223191","3223191","40237","1"
"15915","22005","1","16647","NSS","28868521.86","27623218","2532986","1"
"15916","22005","2","7","NSS","132992.89","125837","1323","1"
"15917","22005","3","139","NSS","711073.77","567200","7957","1"
"15918","22005","4","222","NSS","1178783.88","1137758","53383","1"
"15919","22005","5","11","NSS","96354.51","90694","2507","1"
"15920","17029","3","7188","NSS","3198577.61","3195698.89","217908","1"
"15921","22001","4","320","NSS","1771136","1771136","9076","1"
"15922","22001","5","","NSS","","","","1"
"15923","22006","1","25586","NSS","109074672.78","101893309","3639377","1"
"15924","22008","1","9484","NSS","16445158.92","15628415","1420960","1"
"15925","22008","2","4","NSS","24225.09","13491","213","1"
"15926","22008","3","138","NSS","854727.54","612595","9892","1"
"15927","22008","4","180","NSS","620068.04","612807","25865","1"
"15928","22008","5","4","NSS","38317.82","13003","1335","1"
"15929","22003","1","1464","NSS","2186939.52","2158763","168847","1"
"15930","22003","3","18","NSS","162524.15","154674","2405","1"
"15931","22003","4","31","NSS","320142.5","318369","8568","1"
"15932","22002","1","191","NSS","82372.55","82335","4785","1"
"15933","17029","1","7470","NSS","12284310.44","12273254.56","1225202","1"
"15934","17029","2","5","NSS","245515.06","24492.99","597","1"
"15935","22004","1","17704","NSS","25826953.32","24583244","2245438","1"
"15936","22004","2","11","NSS","772327.6","772328","9292","1"
"15937","22004","3","403","NSS","3574650.02","3233507","43881","1"
"15938","22004","4","310","NSS","2491828.44","2235942","71875","1"
"15939","22004","5","17","NSS","390531.22","361735","7900","1"
"15940","22006","2","52","NSS","1050679.12","978.32","12466","1"
"15941","22006","3","1069","NSS","13260132.8","11996736","120758","1"
"15942","22006","4","218","NSS","3345337.89","3202448.94","96657","1"
"15943","22006","5","1","NSS","1394.63","1394.63","54","1"
"15944","13013","1","1966","NSS","2662916.08","2662916.08","3587950","1"
"15945","13013","2","11","NSS","14899.37","14899.37","20075","1"
"15946","13013","3","190","NSS","255997.52","255997.52","344925","1"
"15947","13013","4","44","NSS","4652.47","4652.47","62050","1"
"15948","13013","5","184","NSS","16253.81","16253.81","21900","1"
"15949","32031","1","1864","NSS","3606968","3623648","368532","4"
"15950","32031","2","24","NSS","46441","46656","4745","4"
"15951","32031","3","73","NSS","141260","141913","14432","4"
"15952","32031","4","30","NSS","58052","58320","5931","4"
"15953","30099","2","5","60","19280.88","NSS","19280.88","1"
"15954","30099","3","7","84","26013.84","NSS","26013.84","1"
"15955","30099","4","8","96","4456","NSS","34944","1"
"15956","24021","1","785","4710","1224600","NSS","122460","2"
"15957","24021","3","30","180","54400","NSS","5400","2"
"15958","30173","1","347","4164","NSS","NSS","35568","0"
"15959","30173","2","3","36","NSS","NSS","12600","0"
"15960","30173","3","68","816","NSS","NSS","20400","0"
"15961","30173","4","2","24","NSS","NSS","768","0"
"15962","20039","3","1423","1423","667387","131474.2","NSS","1"
"15963","32032","1","3626","3626","7641007","6851787","NSS","1"
"15964","32032","2","32","32","67108","60176","NSS","1"
"15965","32032","3","205","205","431778","387181","NSS","1"
"15966","32032","4","31","31","65853","59052","NSS","1"
"15967","32017","1","64196","64196","135266490","121295151","NSS","1"
"15968","32017","2","563","563","1187998","1065292","NSS","1"
"15969","32017","3","3628","3628","7643652","6854158","NSS","1"
"15970","32017","4","553","553","165792","1045380","NSS","1"
"15971","29013","1","2093","532","","470000","NSS","1"
"15972","29013","3","502","930","","3121580","NSS","1"
"15973","26057","1","781","9362","914850.66","914850.66","NSS","1"
"15974","26057","3","55","660","","","NSS","1"
"15975","32056","1","40250","40250","84808303","76048665","NSS","1"
"15976","32056","2","353","353","744841","667908","NSS","1"
"15977","32056","3","2275","2275","4792355","4297365","NSS","1"
"15978","32056","4","346","346","730919","655424","NSS","1"
"15979","14084","3","113","113","361864.1","361864.1","NSS","1"
"15980","32023","1","5658","5658","452640","407760","NSS","1"
"15981","32023","2","1","1","230","230","NSS","1"
"15982","32023","3","118","118","18408","15288","NSS","1"
"15983","17011","3","1381","40663","20923187.6","20923187.6","NSS","1"
"15984","32043","4","21","21","3000","3000","NSS","1"
"15985","28019","4","47","47","35090.2","779.76","NSS","1"
"15986","13016","1","296","296","184806.28","184806.28","NSS","1"
"15987","13016","2","47","47","82605.28","82605.28","NSS","1"
"15988","13016","3","62","62","128983.89","128983.89","NSS","1"
"15989","8059","1","1320","15840","3777304","2688824.34","NSS","1"
"15990","8059","2","9","108","81030.26","77106.72","NSS","1"
"15991","8059","3","47","564","287415.37","163319.47","NSS","1"
"15992","8059","4","18","216","180675.89","227099.94","NSS","1"
"15993","8059","5","6","72","92102.86","","NSS","1"
"15994","32043","1","543","400","19297","19297","NSS","1"
"15995","7017","1","1573","1573","42","1552173","NSS","1"
"15996","7017","2","20","20","65","13485","NSS","1"
"15997","7017","3","257","257","98","198129","NSS","1"
"15998","32043","3","105","80","30000","30000","NSS","1"
"15999","32050","1","1834","1834","2166175.4","1942436.7","NSS","1"
"16000","32050","2","16","16","19024.67","17059.5","NSS","1"
"16001","32050","3","104","104","122406.23","109762.14","NSS","1"
"16002","32050","4","16","16","18668.89","16740.469","NSS","1"
"16003","15099","1","5090","12808","28292872","12256532","NSS","2"
"16004","15099","3","1031","228","3562125","2849700","NSS","2"
"16005","29033","1","419","419","","","NSS","2"
"16006","29033","3","468","468","","","NSS","2"
"16007","29033","4","160","160","","","NSS","2"
"16008","20192","1","522","2000","379475.6","379475.6","NSS","2"
"16009","20525","1","2690","2690","67250","5000","NSS","2"
"16010","20525","3","10","10","500","150","NSS","2"
"16011","32004","1","1432","","","261194.36","NSS","2"
"16012","32003","1","919","","","372989.74","NSS","2"
"16013","15118","1","NSS","","3063233.47","3063233.47","NSS","2"
"16014","15118","3","NSS","","958667.1","958667.1","NSS","2"
"16015","14059","1","447","NSS","69711.02","69711.02","NSS","1"
"16016","13070","3","169","NSS","731032","731032","NSS","1"
"16017","13070","4","22","NSS","138000","138000","NSS","1"
"16018","13070","1","2161","NSS","1771117.1","1771117.1","NSS","1"
"16019","16001","1","783","NSS","","","NSS","2"
"16020","13054","2","4","NSS","2560.46","2560.46","NSS","4"
"16021","13054","3","50","NSS","111092.26","111092.26","NSS","4"
"16022","14070","1","2641","NSS","1425444.11","1425444.11","NSS","4"
"16023","13054","4","1","NSS","","","NSS","4"
"16024","14048","1","7052","NSS","3935758.16","3935758.16","NSS","4"
"16025","17031","2","1","12","NSS","1099780.71","NSS","1"
"16026","32047","1","1624","1624","NSS","1477111.78","NSS","1"
"16027","32047","2","8","8","NSS","73099","NSS","1"
"16028","32047","3","71","71","NSS","102176.02","NSS","1"
"16029","32047","4","24","24","NSS","63572","NSS","1"
"16030","32047","5","2","2","NSS","1210","NSS","1"
"16031","32058","1","1079","1079","NSS","435795","NSS","1"
"16032","24015","1","680","8160","NSS","450696.34","NSS","1"
"16033","24015","2","6","72","NSS","62942.94","NSS","1"
"16034","16006","2","56","423","NSS","1122573.7","NSS","1"
"16035","16006","3","32","212","NSS","642479.2","NSS","1"
"16036","32044","2","19","228","NSS","46662.62","NSS","1"
"16037","32044","1","2200","26400","NSS","2250116","NSS","1"
"16038","32044","3","94","1128","NSS","7919.93","NSS","1"
"16039","32044","4","19","228","NSS","714791.4","NSS","1"
"16040","32044","5","99","1188","NSS","13017","NSS","1"
"16041","1003","1","12756","76536","NSS","16294424","NSS","2"
"16042","1003","2","6","36","NSS","2588722","NSS","2"
"16043","1003","3","1338","8028","NSS","3127555","NSS","2"
"16044","32039","1","9837","8765","NSS","12198090","NSS","4"
"16045","32039","2","53","48","NSS","944652","NSS","4"
"16046","32039","3","781","601","NSS","1828458","NSS","4"
"16047","32039","4","82","34","NSS","400095","NSS","4"
"16048","13074","2","78","NSS","NSS","481020.92","NSS","1"
"16049","24005","1","2927","35124","4214880","NSS","NSS","1"
"16050","24005","2","189","2268","436590","NSS","NSS","1"
"16051","24005","3","17","204","56406","NSS","NSS","1"
"16052","21085","3","630","","NSS","NSS","NSS","1"
"16053","32058","2","3","3","NSS","NSS","NSS","1"
"16054","32058","3","38","38","NSS","NSS","NSS","1"
"16055","21085","1","4799","","NSS","NSS","NSS","1"
"16056","13019","1","137","137","NSS","NSS","NSS","1"
"16057","8037","1","408774","4905288","NSS","NSS","NSS","1"
"16058","16043","1","96","96","NSS","NSS","NSS","1"
"16059","16043","2","12","12","NSS","NSS","NSS","1"
"16060","16043","3","80","80","NSS","NSS","NSS","1"
"16061","25002","1","3993","47916","NSS","NSS","NSS","1"
"16062","25002","2","19","228","NSS","NSS","NSS","1"
"16063","25002","3","115","1380","NSS","NSS","NSS","1"
"16064","25002","4","5","60","NSS","NSS","NSS","1"
"16065","8009","1","1870","22440","NSS","NSS","NSS","1"
"16066","8009","3","75","900","NSS","NSS","NSS","1"
"16067","8009","4","4","480","NSS","NSS","NSS","1"
"16068","8009","5","24","288","NSS","NSS","NSS","1"
"16069","24032","1","1603","1603","NSS","NSS","NSS","2"
"16070","24032","3","289","289","NSS","NSS","NSS","2"
"16071","26035","3","198","NSS","NSS","NSS","NSS","1"
"16072","26035","1","4438","NSS","NSS","NSS","NSS","1"
"16073","20397","1","3330","NSS","NSS","NSS","NSS","1"
"16074","20397","2","535","NSS","NSS","NSS","NSS","1"
"16075","20397","3","1469","NSS","NSS","NSS","NSS","1"
"16076","32013","1","1266","NSS","NSS","NSS","NSS","1"
"16077","32013","2","4","NSS","NSS","NSS","NSS","1"
"16078","32013","3","15","NSS","NSS","NSS","NSS","1"
"16079","32013","4","","NSS","NSS","NSS","NSS","1"
"16080","32013","5","3","NSS","NSS","NSS","NSS","1"
"16081","13017","4","2","NSS","NSS","NSS","NSS","1"
"16082","13017","2","1","NSS","NSS","NSS","NSS","1"
"16083","13054","1","2331","NSS","NSS","NSS","NSS","4"
"16084","16067","1","1769","NSS","NSS","NSS","NSS","4"
"16085","16067","3","70","NSS","NSS","NSS","NSS","4"
"16086","16067","4","15","NSS","NSS","NSS","NSS","4"
"16098","32008","1","NSS","NSS","NSS","NSS","NSS","1"
"16099","32008","3","NSS","NSS","NSS","NSS","NSS","1"
"16100","32008","4","NSS","NSS","NSS","NSS","NSS","1"
"16101","14046","1","NSS","NSS","NSS","NSS","NSS","1"
"16122","26004","2","3","NA","42014.58","45879.21","3380","1"
"16123","26004","3","40","NA","176991.07","182902.77","9605","1"
"16124","31101","1","7508","7508","493114.44","293114","35","2"
"16125","30206","1","4511","54132","11261012.9","11242664.26","738940","1"
"16126","30206","3","417","5004","2162574.01","1039279.76","75695","1"
"16127","15003","3","17","60","296598.59","296598.59","9408","2"
"16128","24040","3","145","1740","771427.28","665150.24","42884","1"
"16129","14119","1","7623","5336","NA","3887841.85","NA","4"
"16130","5021","1","2048","2083","877895.98","877895.98","NA","1"
"16131","28040","5","","","","NA","","1"
"16132","14098","1","7515","89400","NA","NA","2052310","0"
"16133","31089","1","5251","NA","1000000","1000000","NSS","2"
"16134","26042","1","514","88668808","579247.4","579247.4","45311","1"
"16135","26042","2","15","641950","949133.41","949133.41","14811","1"
"16136","26042","3","212","58769334","6480137.46","6480137.46","122566","1"
"16137","26042","5","23","24822491","39886.71","39886.71","3749","1"
"16138","26043","1","2701","","6602187.52","13638358","2345894","1"
"16139","17011","1","19563","132154","68000359.7","68000359.7","NSS","1"
"16140","17011","5","1015","20331","10461593.8","10461593.8","NSS","1"
"16141","17011","2","24","10165","5230796.9","5230796.9","NSS","1"
"16142","21053","1","216","11028","194375.02","194375.02","38880","4"
"16143","21053","2","8","11028","126384.88","126384.88","1440","4"
"16144","21053","3","19","11028","93834.58","93834.58","3420","4"
"16145","30208","1","233","233","178396.44","NA","3410","1"
"16146","30208","3","71","71","344116.68","NA","1140","1"
"16147","30208","4","19","19","424298.4","NA","230","1"
"16148","13029","3","476","NA","NA","1871627016","100","1"
"16149","13029","4","41","NA","NA","2171930.25","100","1"
"16150","13029","1","8975","NA","NA","14640772.94","100","1"
"16151","13029","2","31","NA","NA","482650.87","100","1"
"16152","2006","2","NSS","NSS","NSS","NSS","NSS","4"
"16153","2006","5","NSS","NSS","NSS","NSS","NSS","4"
"16154","30028","1","NSS","NSS","NSS","NSS","NSS","1"
"16155","30028","2","NSS","NSS","NSS","NSS","NSS","1"
"16156","30028","3","NSS","NSS","NSS","NSS","NSS","1"
"16157","30028","4","NSS","NSS","NSS","NSS","NSS","1"
"16158","30028","5","NSS","NSS","NSS","NSS","NSS","1"
"16159","17018","1","1208","NSS","NSS","NSS","NSS","1"
"16160","17018","3","41","NSS","NSS","NSS","NSS","1"
"16161","17018","5","13","NSS","NSS","NSS","NSS","1"
"16162","8065","1","6768","81216","NSS","NSS","NSS","1"
"16163","15020","2","","","","","","0"
"16164","15020","4","","","","","","0"
"16165","15020","5","","","","","","0"
"16166","20010","1","191","191","9550","9550","NSS","1"
"16167","20010","2","1","1","50","50","NSS","1"
