"aps_folio","aps_entidad","adm_tom_con_med_dom","adm_tom_con_med_sin_fun_dom","adm_tom_sin_med_dom","adm_tom_con_med_ind","adm_tom_con_med_sin_fun_ind","adm_tom_sin_med_ind","adm_tom_con_med_com","adm_tom_con_med_sin_fun_com","adm_tom_sin_med_com","adm_tom_con_med_pub","adm_tom_con_med_sin_fun_pub","adm_tom_sin_med_pub","adm_tom_con_med_mix","adm_tom_con_med_sin_fun_mix","adm_tom_sin_med_mix","adm_tom_con_med_tot","adm_tom_con_med_sin_fun_tot","adm_tom_sin_med_tot","adm_fact_agua","adm_cf_tom_num_dom","adm_cf_recibos_dom","adm_cf_facturado_dom","adm_cf_recaudado_dom","adm_cf_vol_sum_dom","adm_cf_fact_men_dom","adm_cf_fact_bim_dom","adm_cf_fact_tri_dom","adm_cf_fact_otr_dom","adm_cf_tom_num_ind","adm_cf_recibos_ind","adm_cf_facturado_ind","adm_cf_recaudado_ind","adm_cf_vol_sum_ind","adm_cf_fact_men_ind","adm_cf_fact_bim_ind","adm_cf_fact_tri_ind","adm_cf_fact_otr_ind","adm_cf_tom_num_com","adm_cf_recibos_com","adm_cf_facturado_com","adm_cf_recaudado_com","adm_cf_vol_sum_com","adm_cf_fact_men_com","adm_cf_fact_bim_com","adm_cf_fact_tri_com","adm_cf_fact_otr_com","adm_cf_tom_num_pub","adm_cf_recibos_pub","adm_cf_facturado_pub","adm_cf_recaudado_pub","adm_cf_vol_sum_pub","adm_cf_fact_men_pub","adm_cf_fact_bim_pub","adm_cf_fact_tri_pub","adm_cf_fact_otr_pub","adm_cf_tom_num_mix","adm_cf_recibos_mix","adm_cf_facturado_mix","adm_cf_recaudado_mix","adm_cf_vol_sum_mix","adm_cf_fact_men_mix","adm_cf_fact_bim_mix","adm_cf_fact_tri_mix","adm_cf_fact_otr_mix","adm_cf_razn_cuota_fija","adm_cf_razn_cuota_fija_esp","adm_sm_tom_num_dom","adm_sm_recibos_dom","adm_sm_facturado_dom","adm_sm_recaudado_dom","adm_sm_vol_sum_dom","adm_sm_fact_men_dom","adm_sm_fact_bim_dom","adm_sm_fact_tri_dom","adm_sm_fact_otr_dom","adm_sm_tom_num_ind","adm_sm_recibos_ind","adm_sm_facturado_ind","adm_sm_recaudado_ind","adm_sm_vol_sum_ind","adm_sm_fact_men_ind","adm_sm_fact_bim_ind","adm_sm_fact_tri_ind","adm_sm_fact_otr_ind","adm_sm_tom_num_com","adm_sm_recibos_com","adm_sm_facturado_com","adm_sm_recaudado_com","adm_sm_vol_sum_com","adm_sm_fact_men_com","adm_sm_fact_bim_com","adm_sm_fact_tri_com","adm_sm_fact_otr_com","adm_sm_tom_num_pub","adm_sm_recibos_pub","adm_sm_facturado_pub","adm_sm_recaudado_pub","adm_sm_vol_sum_pub","adm_sm_fact_men_pub","adm_sm_fact_bim_pub","adm_sm_fact_tri_pub","adm_sm_fact_otr_pub","adm_sm_tom_num_mix","adm_sm_recibos_mix","adm_sm_facturado_mix","adm_sm_recaudado_mix","adm_sm_vol_sum_mix","adm_sm_fact_men_mix","adm_sm_fact_bim_mix","adm_sm_fact_tri_mix","adm_sm_fact_otr_mix","adm_ajuste_tar","adm_ajuste_tar_num","adm_ajuste_tar_cnf","adm_ajuste_tar_cnf_otro_esp","adm_med_multas_dom","adm_med_requeri_dom","adm_med_convenio_dom","adm_med_reducc_dom","adm_med_suspen_dom","adm_med_embarg_dom","adm_med_otra_dom","adm_med_otra_esp_dom","adm_med_no_med_dom","adm_med_multas_ind","adm_med_requeri_ind","adm_med_convenio_ind","adm_med_reducc_ind","adm_med_suspen_ind","adm_med_embarg_ind","adm_med_otra_ind","adm_med_otra_esp_ind","adm_med_no_med_ind","adm_med_multas_com","adm_med_requeri_com","adm_med_convenio_com","adm_med_reducc_com","adm_med_suspen_com","adm_med_embarg_com","adm_med_otra_com","adm_med_otra_esp_com","adm_med_no_med_com","adm_med_multas_mix","adm_med_requeri_mix","adm_med_convenio_mix","adm_med_reducc_mix","adm_med_suspen_mix","adm_med_embarg_mix","adm_med_otra_mix","adm_med_otra_esp_mix","adm_med_no_med_mix","adm_recibo_contacto","adm_recibo_tarifa","adm_recibo_limite","adm_recibo_cic_fact","adm_recibo_hist_con","adm_recibo_fact_mod","adm_recibo_fact_pago","adm_recibo_horario","adm_recibo_deuda","adm_egr_elect_capta","adm_egr_desinf","adm_egr_elect_potab","adm_egr_quim_potab","adm_egr_elect_trata","adm_egr_quim_trata","adm_egr_renum","adm_egr_der_explota","adm_egr_der_cuerpos","adm_egr_tot_deprecia","adm_egr_total","adm_ing_agua","adm_ing_agua_trat","adm_ing_eje_ant","adm_ing_der_conx","adm_ing_der_alcan","adm_ing_vnt_lodos","adm_ing_agua_pipa","adm_ing_otros","adm_ing_sub_fed","adm_ing_sub_est","adm_ing_sub_mun","adm_ing_multas","adm_ing_total"
"8012","08","0","0","392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","392","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8013","08","2443","200","13","0","0","0","33","0","2","11","0","2","7","0","0","2494","200","17","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","SON PARTES EN DONDE NO SE PUEDE INSTALAR UN MEDIDOR PORQUE NOS LOCALIZA LA TOMA","2443","29316","328206","2627205","328206","1","0","0","0","0","0","0","0","0","0","0","0","0","33","396","7321","77504","7321","1","0","0","0","11","132","1647","16072","1647","1","0","0","0","7","84","7339","69411","7339","1","0","0","0","2","0","0","","0","0","1","0","1","0","0","","0","0","0","0","0","0","0","0","","0","0","0","1","0","1","0","0","","0","0","0","0","0","0","0","0","","0","1","1","1","1","1","1","2","2","1","532406","7821","0","0","0","0","817369","0","0","0","1357596","2410491","0","0","85098","0","0","0","1459","0","0","0","0","2497048"
"8014","08","0","0","375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","375","1","375","375","49860","49860","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","1","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","598320","0","0","0","0","0","0","0","0","0","0","0","598320"
"8015","08","0","0","680","0","0","0","0","0","0","0","0","10","0","0","0","0","0","690","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","408000","0","0","0","0","0","120000","0","0","0","528000","220000","0","0","0","0","0","0","0","0","0","0","0","220000"
"8016","08","0","0","1368","0","0","1","0","0","3","0","0","15","0","0","0","0","0","1387","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8017","08","41677","237","1681","89","2","6","2500","37","128","207","13","59","115","6","10","44586","295","1884","1","1918","1918","257472.64","257472.64","20613.62","1","0","0","0","6","6","1301.68","1301.68","50.24","1","0","0","0","165","165","34038.63","34038.63","1519.17","1","0","0","0","3","3","1245.9","1245.9","553.2","1","0","0","0","2","2","752.66","752.66","165.46","1","0","0","0","2","","41677","41677","5732848","5732848","458980","1","0","0","0","89","89","127564","127564","4924","1","0","0","0","2500","2500","1259889","1259889","56230","1","0","0","0","276","276","117114","117114","52001","1","0","0","0","129","129","49299","49299","10838","1","0","0","0","2","0","0","","1","0","1","0","1","0","0","","0","1","0","1","0","1","0","0","","0","1","0","1","0","1","0","0","","0","0","0","0","0","1","0","0","","0","1","1","1","1","1","1","2","2","1","27477588","216315","0","0","2275109","1722436","13792051","4988784","0","0","50472283","55704403","415472","0","11213950","11277817","0","415742","1833672","3108315","0","0","3732017","87701388"
"8018","08","0","0","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","160","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115200","0","0","0","0","0","0","0","0","0","0","0","115200"
"8019","08","119311","170203","8519","549","504","17","8525","8745","652","707","1511","203","0","0","0","129092","180963","9391","1","8519","8519","14644180","12228869","1716370","1","0","0","0","17","17","50579","42237","5928","1","0","0","0","652","652","1989438","1661314","233172","1","0","0","0","203","203","581658","485723","68174","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","289514","289514","472657465","394700578","55397772","1","0","0","0","1053","1053","38769277","32374938","4543949","1","0","0","0","17270","17270","63282988","52845525","7417076","1","0","0","0","2218","2218","22492451","18782700","2636226","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","","1","1","1","1","1","1","0","COB EXTRA","0","1","1","1","1","1","1","0","COB EXTRA","0","1","1","1","1","1","1","0","COB EXTRA","0","0","0","0","0","0","0","0","COB EXTRA","0","1","1","1","1","1","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","513121884","0","0","0","0","0","0","0","0","0","0","0","513121884"
"8020","08","0","0","1450","0","0","0","0","0","0","0","0","30","0","0","0","0","0","1480","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8021","08","47784","2584","5591","303","0","0","3952","0","0","627","0","0","0","0","0","52066","2584","5591","1","8175","8175","1062750","981000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","47774","47774","7498030","7498030","0","1","0","0","0","303","303","48480","48480","0","1","0","0","0","3952","3952","632320","632320","0","1","0","0","0","627","627","100320","100320","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","1","1","1","1","1","0","0","","0","1","1","1","1","1","0","0","","0","1","1","1","1","1","0","0","","0","0","0","0","0","0","0","0","","0","1","2","1","1","1","2","2","1","1","10575891","7314107","0","0","0","0","64446946","0","12659144","0","94996088","110040875","0","0","2363577","7821162","0","0","3998291","0","0","0","0","124223905"
"8022","08","0","0","1291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1291","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","311588","51000","0","0","0","0","0","0","0","0","362588","842948","0","0","0","0","0","0","0","0","0","0","0","842948"
"8023","08","0","0","1591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1591","1","1591","1591","1431900","865128","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","0","1","1","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","1","2","1","1","2","2","2","2","1","3776592","0","0","0","0","0","0","0","0","0","3776592","315853","0","0","6344","0","0","0","59630","0","0","0","575152","956979"
"8024","08","719","0","284","0","0","0","30","0","12","13","0","4","0","0","0","762","0","300","1","287","287","4660","4660","0","1","0","0","0","0","0","0","0","0","0","0","0","0","12","12","190","190","0","1","0","0","0","4","4","60","60","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","719","719","0","0","11510","1","0","0","0","0","0","0","0","0","0","0","0","0","30","30","0","0","505","1","0","0","0","13","13","0","0","166","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","0","0","1","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","1","0","0","0","0","","0","0","0","0","0","0","0","0","","0","2","2","1","1","1","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","1323356","0","0","20547","0","0","0","210841","0","0","0","0","1554744"
"8025","08","0","0","2196","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2196","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","124551","5429","0","0","0","0","0","0","0","0","129980","70325","0","0","0","0","0","0","0","0","0","0","0","70325"
"8026","08","345","0","0","0","0","0","11","0","0","3","0","0","0","0","0","353","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","NO HAY SIN MEDIDOR","345","345","24640","24640","3052","1","0","0","0","0","0","0","0","0","0","0","0","0","11","11","1084","1084","140","1","0","0","0","3","3","1424","1424","20","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","1","1","0","0","0","0","0","","0","1","1","0","0","0","0","0","","0","1","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","1","1","1","1","1","2","2","2","1","87104","8000","0","0","0","0","0","0","0","0","95104","342297","0","0","0","0","0","0","571500","0","0","0","0","913797"
"8027","08","2301","0","2605","1","0","0","124","0","40","13","0","4","0","0","0","2439","0","2649","1","2605","1752","304208.48","242249.94","0","1","0","0","0","0","0","0","0","0","1","0","0","0","40","30","181659.21","19683.56","0","1","0","0","0","4","3","681.4","25107.81","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","2301","2301","687688","262437","0","1","0","0","0","1","1","5254","5254","0","1","0","0","0","124","124","142727","51518","0","1","0","0","0","13","13","21626","15200","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","","1","0","1","0","0","0","0","","0","1","0","1","0","0","0","0","","0","1","0","1","0","0","0","0","","0","0","0","0","0","0","0","0","","0","1","1","1","1","1","2","2","2","1","727975","50323","0","0","0","0","0","132099","246312","0","1156709","3187600","0","0","0","684973","0","0","716084","0","0","0","0","4588657"
"8028","08","498","0","69","1","0","0","20","0","3","9","0","1","31","0","1","559","0","74","1","567","567","86425","687156.58","0","1","0","0","0","1","1","313","4057.75","0","1","0","0","0","23","23","5133","36436.28","0","1","0","0","0","32","32","10998","92690.64","0","1","0","0","0","10","10","10504","0","0","1","0","0","0","1","","498","567","946993","687156","86425","1","0","0","0","1","1","4094","4057","313","1","0","0","0","20","23","80286","36436","5132","1","0","0","0","31","32","97933","92690","10998","1","0","0","0","9","10","107642","0","10504","1","0","0","0","2","0","0","","0","1","1","0","1","0","0","","0","0","0","0","0","0","0","0","","0","0","1","1","0","1","0","0","","0","0","0","0","0","0","0","0","","0","1","1","1","1","1","1","2","2","2","446312","5817","0","0","0","0","0","0","0","0","452129","801176","0","0","49226","59835","0","0","1076568","0","0","0","0","1986805"
"8029","08","0","90","538","0","0","0","0","0","0","0","0","0","0","0","0","0","90","538","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41765","0","0","0","41765","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8030","08","0","0","750","0","0","0","0","0","38","0","0","15","0","0","0","0","0","803","1","750","750","26250","26250","0","1","0","0","0","0","0","0","0","0","0","0","0","0","38","38","1330","1330","0","1","0","0","0","15","15","525","525","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","NO HAY MEDIDORES","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","","1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","1","1","1","2","2","2","2","2","2","1","26000","0","0","0","0","0","0","0","0","0","26000","330000","0","0","0","0","0","0","0","0","0","0","0","330000"
"8031","08","2244","0","513","4","0","0","136","0","0","40","0","0","0","0","0","2937","0","513","1","513","513","552767.34","426182.07","158274.59","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2244","0","0","0","633212","1","0","0","0","4","0","9448","5519","1128","1","0","0","0","136","0","356447","237171","38376","1","0","0","0","40","0","193046","8837","11287","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","1","1","0","0","1","0","0","","0","1","1","0","0","1","0","0","","0","1","1","0","0","1","0","0","","0","0","0","0","0","0","0","0","","0","1","1","1","1","1","1","2","2","1","425289","11606","0","0","0","0","1574879","100151","0","0","2111925","3037783","0","0","30905","0","0","8835","45631","0","0","0","349248","3472402"
"8032","08","28850","225","6571","76","1","1","2141","62","113","211","127","41","0","0","0","31278","415","6726","1","4668","4668","12455277","8784891","1452940","1","0","0","0","1","1","0","0","0","1","0","0","0","83","83","320116","235264","35935","1","0","0","0","2","2","384630","18201","1540","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","28850","28850","45347528","33009220","4229615","1","0","0","0","76","76","8470936","6092349","261920","1","0","0","0","2141","2141","10002094","6843522","440255","1","0","0","0","211","211","1800625","1687957","277665","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","","1","1","1","0","1","0","0","","0","1","1","1","0","1","0","0","","0","1","1","1","0","1","0","0","","0","0","0","0","0","0","0","0","","0","1","1","1","1","1","1","2","2","1","15367449","2059794","119115","0","96964","0","31486121","0","831405","0","49960848","47133021","0","0","1655287","9270152","0","1358","18800368","0","0","0","559980","77420166"
"8033","08","0","0","320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","320","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8034","08","203","0","1285","0","0","1","8","0","11","2","0","10","5","0","0","228","0","1307","1","1285","1189","101440.66","101440.66","0","1","0","0","0","1","1","6652.8","6652.8","0","1","0","0","0","11","11","2171.55","2171.55","0","1","0","0","0","10","10","185.32","185.32","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","203","203","10527","10527","2131","1","0","0","0","0","0","0","0","0","0","0","0","0","8","8","515","515","84","1","0","0","0","2","2","125","125","21","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","0","1","0","0","0","0","0","","0","0","1","0","0","0","0","0","","0","0","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","1","1","1","1","2","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","1399794","0","0","613854","540714","0","0","0","0","0","0","0","2554362"
"8035","08","0","0","1087","0","0","0","0","0","64","0","0","0","0","0","0","0","0","1151","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","177397","0","0","0","0","0","0","0","0","0","177397","193450","0","0","0","0","0","0","0","0","0","0","0","193450"
"8036","08","4678","0","5798","2","0","2","388","0","330","55","0","3","51","0","0","5174","0","6133","1","5798","5798","869700","690450","0","1","0","0","0","2","2","380","380","0","1","0","0","0","330","330","64350","64350","0","1","0","0","0","3","3","540","540","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","","4678","4678","701700","588500","0","1","0","0","0","2","2","400","400","0","1","0","0","0","388","388","75000","75000","0","1","0","0","0","55","55","7150","7150","0","1","0","0","0","51","51","6900","6900","0","1","0","0","0","1","1","2","","1","0","1","0","1","0","0","","0","1","0","1","0","1","0","0","","0","1","0","1","0","1","0","0","","0","1","0","1","0","1","0","0","","0","1","1","1","1","1","1","1","2","1","3654102","89124","0","0","0","0","5978019","0","0","0","9721245","15791446","0","0","578433","2963102","0","137135","0","421451","0","0","3896241","23787808"
"8037","08","192370","197612","49987","754","162","0","8383","5898","0","556","1623","0","21","17","0","202084","205312","49987","1","49987","49987","15644841.55","15644841.55","1048381.13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","192370","192370","112125053","112125053","8996760","1","0","0","0","754","754","39989727","39989727","623873","1","0","0","0","8383","8383","19215644","19215644","780753","1","0","0","0","556","556","16308579","16308579","332764","1","0","0","0","21","21","274623","274623","33208","1","0","0","0","2","0","0","","1","1","1","0","1","1","0","","0","1","1","1","0","1","1","0","","0","1","1","1","0","1","1","0","","0","1","1","1","0","1","1","0","","0","1","1","1","1","1","1","1","1","1","162654428","14966384","0","0","2896504","46800900","623547396","34868959","3983180","245592899","1135310650","1746551233","2581442","0","44093218","0","0","2404605","0","0","0","0","27269041","1822899539"
"8038","08","0","0","860","0","0","0","0","0","0","0","0","0","0","0","0","0","0","860","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","185756","16800","35780","0","0","0","129600","0","0","271469","639405","774000","0","0","0","0","0","0","183125","0","0","0","0","957125"
"8039","08","214","129","1515","0","0","0","28","2","6","37","0","1","0","0","0","279","131","1522","1","700","686","76832","76832","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","448","448","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","343","214","33750","33750","2375","1","0","0","0","0","0","0","0","0","0","0","0","0","30","28","3300","3300","454","1","0","0","0","37","37","4440","4440","1200","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","1","0","1","0","0","0","0","","0","0","0","0","0","0","0","0","","0","1","0","1","0","0","0","0","","0","0","0","0","0","0","0","0","","0","1","2","1","1","1","2","2","2","1","153529","0","0","0","0","0","0","0","0","0","153529","1489580","0","0","0","0","0","0","0","0","0","0","0","1489580"
