"id_dren","folio","regjurid","dr_ini_a","dr_ter_a","ini_re_a","ter_re_a","ot_publi","ot_priva","ot_socia","ambito"
"10045","20503","1","NA","NA","NA","NA","","","","1"
"10047","20097","1","NA","NA","NA","NA","","","","2"
"10048","20128","1","NA","NA","NA","NA","","","","1"
"10049","20138","1","NA","NA","NA","NA","","","","1"
"10050","20216","1","NA","NA","NA","NA","","","","1"
"10051","20442","1","NA","NA","NA","NA","","","","1"
"10052","20471","1","NA","NA","NA","NA","","","","1"
"10061","22014","2","NA","NA","NA","NA","","","","2"
"10143","14006","4","NA","NA","NA","NA","","","","2"
"10223","19025","6","NA","NA","NA","NA","","","","1"
"10243","32058","1","NA","NA","NA","NA","","","","2"
"10261","19038","6","NA","NA","NA","NA","","","","1"
"10285","21114","6","NA","NA","NA","NA","","","","3"
"10286","21114","8","2014","2044","2014","2044","","","","3"
"10287","5004","4","","","","","","","","3"
"10288","20237","1","","","","","","","","2"
"10289","15066","1","","","","","","","","2"
"10290","15076","8","","","","","","","","1"
"10291","29005","1","","","","","","","","2"
"10292","20435","1","","","","","","","","2"
"10293","20337","1","","","","","","","","2"
"10294","28041","6","","","","","","","","2"
"10295","28035","4","","","","","","","","3"
"10296","28022","4","","","","","","","","2"
"10297","28018","4","","","","","","","","3"
"10298","15018","1","","","","","","","","3"
"10299","20194","1","","","","","","","","2"
"10300","30028","8","2017","2047","","","","","","1"
"10301","28012","4","","","","","","","","3"
"10302","14020","1","","","","","","","","2"
"10303","14025","4","","","","","","","","3"
"10304","14046","1","","","","","","","","3"
"10305","28005","1","","","","","","","","2"
"10306","26019","1","","","","","","","","1"
"10307","26034","1","","","","","","","","1"
"10308","26044","1","","","","","","","","2"
"10309","26061","1","","","","","","","","1"
"10310","9016","14","","","","","","","DESCONCENTRADO","1"
"10311","13045","1","","","","","","","","3"
"10312","13013","1","","","","","","","","4"
"10313","15038","1","","","","","","","","1"
"10314","15119","1","","","","","","","","1"
"10315","16056","1","","","","","","","","2"
"10316","20028","1","","","","","","","","2"
"10317","20172","1","","","","","","","","2"
"10318","20396","1","","","","","","","","2"
"10319","20490","1","","","","","","","","2"
