"folio","serv_dre","dren_cab","no_saben","dren_plu","prodrplu","pr_plu_e","trat_plu","tra_apli","usoprinc","uso_e_pr","plu_suel","plu_rios","plu_mar","plu_play","plu_este","plu_lago","plu_terr","plu_otro","plu_o_es","dren_ext","ext_reha","ext_sani","ext_dren","ext_cole","tot_conx","con_cabe","conx_loc","conx_dom","conx_ind","conx_com","conx_pub","conx_mix","conx_tot","prest_nu"
"31098","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31099","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31100","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31101","1","","1","2","0","","0","","0","","","","","","","","","","","","","25","15","","4687","","4687","4566","","121","","","4687","1"
"31102","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31103","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31104","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31105","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"31106","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"32001","1","98","","1","1","","2","","0","","","1","","","","","","","","2","","2","","","1599","1599","NSS","1553","18","11","17","","1599","1"
"32002","1","88","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","795","783","12","795","","","","","795","1"
"32003","1","63","","2","0","","0","","0","","","","","","","","","","","","","7.3","3.5","","890","890","","890","","","","","890","1"
"32004","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","1480","NSS","1480","NA","NA","NA","NA","1480","1"
"32005","1","98","","2","0","","0","","0","","","","","","","","","","","","","169","0.055","","17184","15024","2160","16086","65","654","146","233","17184","1"
"32006","1","99","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","2228","1678","550","2224","4","","","","2228","1"
"32007","1","98","","2","0","","0","","0","","","","","","","","","","","","","3","0.7","0.3","2803","2803","NA","2758","12","16","17","NA","2803","1"
"32008","1","84","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","2518","NSS","2468","","27","3","","2518","1"
"32009","1","99","","2","0","","0","","0","","","","","","","","","","","","","54","2.7","","2022","2022","NSS","1501","5","15","36","465","2022","1"
"32010","1","84","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","38300","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"32011","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NA","NA","NA","NA","NSS","1"
"32012","1","30","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","656","381","275","648","","8","","","656","1"
"32013","1","95","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","1782","1236","546","1782","4","15","","3","1804","1"
"32014","1","98","","2","0","","0","","0","","","","","","","","","","","","","35","NSS","3","7178","5940","1238","7138","","24","16","","7178","1"
"32015","1","100","","2","0","","0","","0","","","","","","","","","","","","","4","","","570","345","225","570","","","","","570","1"
"32016","1","42","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","1219","NSS","1219","","","","","1219","1"
"32017","1","99","","2","0","","0","","0","","","","","","","","","","","","","2285","0.315","1.5","77347","69645","7702","71743","631","4054","919","","77347","1"
"32018","1","97","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","1222","1142","80","820","51","28","14","22","935","1"
"32019","1","83","","1","2","","2","","0","","","1","","","","","","","","6","","38","","","9037","9037","","7719","462","468","134","254","9037","1"
"32020","1","97","","1","2","","2","","0","","","1","","","","","","","","12.6","","284","50","","23649","23649","NSS","22658","117","758","116","","23649","1"
"32021","1","78","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","519","450","69","519","","","","","519","1"
"32022","1","80","","1","1","","2","","0","","","1","","","","","","","","2.5","","NSS","NSS","NSS","7496","7496","NSS","6983","31","224","6","252","7496","1"
"32023","1","88","","2","0","","0","","0","","","","","","","","","","","","","NSS","0.113","","5095","3896","1199","4969","1","125","","","5095","1"
"32024","1","94","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","NSS","8938","8938","8609","51","239","","39","8938","1"
"32025","1","97","","1","2","","2","","0","","","","","","","","","1","SE UNE AL COLECTOR PRINCIPAL ANTES DE LLEGAR A PTAR Y LA DESCARGA DE LA PLANTA ES AL RIO SAN PEDRO","3","","NSS","1","4","3819","1776","2043","3819","","","","","3819","1"
"32026","1","60","","2","0","","0","","0","","","","","","","","","","","","","3","","","NSS","803","NSS","800","2","","1","","803","1"
"32027","1","85","","2","0","","0","","0","","","","","","","","","","","","","22","0.2","","908","158","750","877","","","31","","908","1"
"32028","1","75","","2","0","","0","","0","","","","","","","","","","","","","4","4","1","700","500","200","700","","","","","700","1"
"32029","1","100","","1","1","","2","","0","","","1","","","","","","","","NSS","NSS","13","","","6225","6225","NSS","6043","31","101","50","","6225","1"
"32030","1","95","","2","0","","0","","0","","","","","","","","","","","","","21","2","","1030","1030","NSS","1021","","","9","","1030","1"
"32031","1","98","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","1951","1951","","1824","24","73","30","","1951","1"
"32032","1","98","","2","0","","0","","0","","","","","","","","","","","","","115","1.1","0.45","4355","2672","1683","4055","36","229","35","","4355","1"
"32033","1","95","","2","0","","0","","0","","","","","","","","","","","","","28","8","5","NSS","1312","NSS","1312","","","","","1312","1"
"32034","1","90","","2","0","","0","","0","","","","","","","","","","","","","120","NSS","NSS","6848","4358","2490","6822","1","25","","","6848","1"
"32035","1","90","","2","0","","0","","0","","","","","","","","","","","","","10","0.6","","NSS","651","NSS","651","","","","","651","1"
"32036","1","98","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","5602","NSS","5602","43","428","11","","6084","1"
"32037","1","90","","2","0","","0","","0","","","","","","","","","","","","","3","","","311","311","NSS","311","","","","","311","1"
"32038","1","70","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","1730","NSS","1699","","23","8","","1730","1"
"32039","1","97","","2","0","","0","","0","","","","","","","","","","","","","32","NSS","NSS","15397","12828","2569","14212","59","1015","111","","15397","1"
"32040","1","93","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","1756","NSS","1719","12","12","13","","1756","1"
"32041","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"32042","1","98","","1","2","","2","","0","","","1","","","","","","","","0.4","","NSS","2","","8995","8995","NSS","8423","112","410","50","","8995","1"
"32043","1","95","","2","0","","0","","0","","","","","","","","","","","","","NSS","0.3","","555","555","","550","","2","3","","555","1"
"32044","1","","1","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","2763","2763","NSS","2500","19","112","21","111","2763","1"
"32045","1","99","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","NSS","2183","NSS","2023","33","104","23","","2183","1"
"32046","1","100","","2","0","","0","","0","","","","","","","","","","","","","6","2","","1235","1235","","1235","","","","","1235","1"
"32047","1","98","","2","0","","0","","0","","","","","","","","","","","","","8","","","NSS","2186","NSS","2047","15","95","29","","2186","1"
"32048","1","90","","2","0","","0","","0","","","","","","","","","","","","","192","2027","","NSS","7819","NSS","6995","63","517","","244","7819","1"
"32049","1","88","","2","0","","0","","0","","","","","","","","","","","","","14","","","NSS","7357","NSS","5120","2","140","8","","5270","1"
"32050","1","96.42","","2","0","","0","","0","","","","","","","","","","","","","38.48","0.19","","2086","2086","NSS","1943","17","110","16","","2086","1"
