"folio","serv_dre","dren_cab","no_saben","dren_plu","prodrplu","pr_plu_e","trat_plu","tra_apli","usoprinc","uso_e_pr","plu_suel","plu_rios","plu_mar","plu_play","plu_este","plu_lago","plu_terr","plu_otro","plu_o_es","dren_ext","ext_reha","ext_sani","ext_dren","ext_cole","tot_conx","con_cabe","conx_loc","conx_dom","conx_ind","conx_com","conx_pub","conx_mix","conx_tot","prest_nu"
"12018","1","38","","2","0","","0","","0","","","","","","","","","","","","","12","1","","2037","2037","","2000","7","30","","","2037","1"
"12019","1","30","","2","0","","0","","0","","","","","","","","","","","","","5","1","0.5","1500","1500","","1500","","","","","1500","1"
"12020","1","15","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"12021","1","40","","2","0","","0","","0","","","","","","","","","","","","","20","10","1","5001","5001","","4850","","151","","","5001","1"
"12022","1","15","","2","0","","0","","0","","","","","","","","","","","","","52","2","","2687","2687","","2687","","","","","2687","1"
"12023","1","50","","2","0","","0","","0","","","","","","","","","","","","","11","0.2","","2650","2650","","2650","","","","","2650","1"
"12024","1","28","","2","0","","0","","0","","","","","","","","","","","","","15","0.4","","909","871","38","909","","","","","909","1"
"12025","1","50","","2","0","","0","","0","","","","","","","","","","","","","3","1","","600","600","","600","","","","","600","1"
"12026","1","28","","2","0","","0","","0","","","","","","","","","","","","","4.5","0.5","","1300","1300","","1300","","","","","1300","1"
"12027","1","20","","2","0","","0","","0","","","","","","","","","","","","","15","","","1200","1200","","1200","","","","","1200","1"
"12028","1","28","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","11114","11114","","11027","","87","","","11114","1"
"12029","1","79","","1","2","","2","","0","","","1","","","","","","","","17.7","1.1","33.6","1.1","","40198","40198","","36319","20","3376","483","","40198","1"
"12030","1","60","","2","0","","0","0","0","0","","","","","","","","","0","","","NSS","NSS","NSS","9020","9020","","8920","20","60","20","","9020","1"
"12031","1","25","","2","0","","0","","0","","","","","","","","","","","","","3","","","438","438","","438","","","","","438","1"
"12032","1","20","","2","0","","0","","0","","","","","","","","","","","","","15","3","1.93","1933","1933","","1933","","","","","1933","1"
"12033","1","45","","2","0","","0","","0","","","","","","","","","","","","","4","2","NSS","3056","3056","","2844","","200","12","","3056","1"
"12034","1","25","","2","0","","0","","0","","","","","","","","","","","","","26","2","1","4541","4541","","4521","","20","","","4541","1"
"12035","1","76","","2","0","","0","","0","","","","","","","","","","","","","29","","","33526","33526","","31564","259","1319","384","","33526","1"
"12036","1","70","","2","0","","0","","0","","","","","","","","","","","","","20","2","1","1500","600","900","1455","","25","20","","1500","1"
"12037","1","45","","2","0","","0","","0","","","","","","","","","","","","","9","3","","1357","1235","122","1357","","","","","1357","1"
"12038","1","56","","1","2","","2","","0","","","1","","1","","","","","","65.97","0.99","263.89","4.81","0.99","31529","31529","","28588","78","2863","","","31529","1"
"12039","1","30","","2","0","","0","","0","","","","","","","","","","","","","4","1","1","3400","3400","","3374","","26","","","3400","1"
"12040","1","68","","2","0","","0","","0","","","","","","","","","","","","","30","5","1","2500","1000","1500","2500","","","","","2500","1"
"12041","1","4","","2","0","","0","","0","","","","","","","","","","","","","5","","","500","500","","500","","","","","500","1"
"12042","1","26","","2","0","","0","","0","","","","","","","","","","","","","2","0.2","","2435","2435","","2435","","","","","2435","1"
"12043","1","80","","2","0","","0","","0","","","","","","","","","","","","","8","","","700","700","","700","","","","","700","1"
"12044","1","35","","2","0","","0","","0","","","","","","","","","","","","","5","0.2","","2110","2110","","2110","","","","","2110","1"
"12045","1","50","","2","0","","0","","0","","","","","","","","","","","","","27.41","1.5","","2500","2500","","2500","","","","","2500","1"
"12046","1","40","","2","0","","0","","0","","","","","","","","","","","","","144.7","184","4.6","6500","6500","","6496","","4","","","6500","1"
"12047","1","10","","2","0","","0","","0","","","","","","","","","","","","","16","3","","150","150","","150","","","","","150","1"
"12048","1","80","","2","0","","0","","0","","","","","","","","","","","","","38","2","1","4500","4000","500","4202","","298","","","4500","1"
"12049","1","60","","2","0","","0","","0","","","","","","","","","","","","","12","2","1","2338","2090","248","2308","","15","15","","2338","1"
"12050","1","60","","2","0","","0","","0","","","","","","","","","","","","","52","1.8","","10133","6880","3253","9254","","355","37","487","10133","1"
"12051","1","30","","2","0","","0","","0","","","","","","","","","","","","","14","0.25","0.97","1799","1799","","1799","","","","","1799","1"
"12052","1","16","","2","0","","0","","0","","","","","","","","","","","","","75","0.25","0.89","2052","2052","","2050","","2","","","2052","1"
"12053","1","20","","2","0","","0","","0","","","","","","","","","","","","","15","","","2712","2712","","2712","","","","","2712","1"
"12054","1","20","","2","0","","0","","0","","","","","","","","","","","","","32","0.2","0.1","565","565","","565","","","","","565","1"
"12055","1","","1","2","0","","0","","0","","","","","","","","","","","","","18.48","0.25","","27585","13009","14576","27585","","","","","27585","1"
"12056","1","10","","2","0","","0","","0","","","","","","","","","","","","","4.5","0.2","0.4","1500","1500","","1500","","","","","1500","1"
"12057","1","25","","2","0","","0","","0","","","","","","","","","","","","","200","170","30","355","355","","300","5","50","","","355","1"
"12058","1","48","","2","0","","0","","0","","","","","","","","","","","","","7","","","5200","5200","","5200","","","","","5200","1"
"12059","1","25","","2","0","","0","","0","","","","","","","","","","","","","8","1","","1660","1660","","1660","","","","","1660","1"
"12060","1","60","","2","0","","0","","0","","","","","","","","","","","","","20","","","700","700","","687","","7","6","","700","1"
"12061","1","15","","2","0","","0","","0","","","","","","","","","","","","","55","3","1.5","800","800","","800","","","","","800","1"
"12062","1","40","","2","0","","0","","0","","","","","","","","","","","","","35","","","2000","2000","","2000","","","","","2000","1"
"12063","1","30","","2","0","","0","","0","","","","","","","","","","","","","3.8","0.1","","450","450","","450","","","","","450","1"
"12064","1","NA","","2","0","","0","","0","","","","","","","","","","","","","19.9","19.9","0.2","1850","1000","850","1850","","","","","1850","1"
"12065","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12066","1","50","","2","0","","0","","0","","","","","","","","","","","","","12","4.5","","10450","10450","","8360","","2090","","","10450","1"
"12067","1","85","","2","0","","0","0","0","0","","","","","","","","","0","","","NSS","NSS","NSS","2161","2161","NSS","2129","","","32","","2161","1"
"12068","1","15","","2","0","","0","","0","","","","","","","","","","","","","6","","","800","800","","800","","","","","800","1"
"12069","1","37","","2","0","","0","","0","","","","","","","","","","","","","2.9","2","0.9","765","765","","765","","","","","765","1"
"12070","1","70","","2","0","","0","","0","","","","","","","","","","","","","20","1","0.5","6000","6000","","6000","","","","","6000","1"
"12071","1","34","","2","0","","0","","0","","","","","","","","","","","","","6","0.99","","800","800","","800","","","","","800","1"
"12072","1","15","","2","0","","0","","0","","","","","","","","","","","","","3","","","4000","4000","","4000","","","","","4000","1"
"12073","1","44","","2","0","","0","","0","","","","","","","","","","","","","2.4","1.3","1.1","1761","1641","120","1761","","","","","1761","1"
"12074","1","50","","2","0","","0","","0","","","","","","","","","","","","","15","2","1","2000","2000","","2000","","","","","2000","1"
"12075","1","45","","1","2","","2","","0","","1","","","","","","","","","1","","21","2.5","5","13000","13000","","12995","","5","","","13000","1"
"12076","1","10","","2","0","","0","","0","","","","","","","","","","","","","21.5","","","1380","600","780","1336","","","44","","1380","1"
"12077","1","73","","2","0","","0","","0","","","","","","","","","","","","","13","0.3","0.3","2000","2000","","1865","15","120","","","2000","1"
"12078","1","30","","2","0","","0","","0","","","","","","","","","","","","","3","2","","850","850","","850","","","","","850","1"
"12079","1","10","","2","0","","0","","0","","","","","","","","","","","","","9.5","1.32","","1285","1285","","1285","","","","","1285","1"
"12080","1","50","","2","0","","0","","0","","","","","","","","","","","","","60","6","","800","600","200","800","","","","","800","1"
"12081","1","17","","2","0","","0","","0","","","","","","","","","","","","","6.54","","","447","447","","447","","","","","447","1"
"13001","1","85","","2","0","","0","","0","","","","","","","","","","","","","48","48","12","1300","900","400","NSS","NSS","NSS","NSS","NSS","NA","1"
"13002","1","82","","2","0","","0","","0","","","","","","","","","","","","","6.875","0.5","","NSS","NSS","NSS","702","2","9","","","713","1"
"13003","1","88","","1","1","","2","","0","","","1","","","","","","","","2.22","","75.8","0.5","","13829","10883","2946","12768","52","1009","","","13829","1"
"13004","1","","1","2","0","","0","","0","","","","","","","","","","","","","100","","","NSS","NSS","NSS","","","","","","","1"
"13005","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","5522","1","NSS","NSS","NSS","5523","1"
"13006","1","59","","2","0","","0","","0","","","","","","","","","","","","","112","0.43","","1299","265","1034","1136","9","135","19","","1299","1"
"13007","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","2200","1240","960","2187","2","11","","","2200","1"
"13008","1","95","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","11840","11840","","11383","421","12","24","","11840","1"
"13009","1","92.9","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","1900","1900","NSS","","","","","1900","1900","1"
"13010","1","98","","2","0","","0","","0","","","","","","","","","","","","","2147","NA","NA","4853","NSS","NSS","NSS","NSS","NSS","NA","NA","4853","2"
"13011","1","95","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","","","","","","1"
"13012","1","50","","2","0","","0","0","0","0","","","","","","","","","0","","","NSS","NSS","NSS","NSS","NA","NA","NSS","NSS","NSS","NSS","NSS","NSS","1"
"13013","1","80","","2","0","","0","","0","","","","","","","","","","","","","1780","2","NA","19911","2643","17268","20045","11","409","62","","20527","1"
"13014","1","72","","2","0","","0","","0","","","","","","","","","","","","","30","0.1","","1629","1338","291","1569","1","16","9","34","1629","1"
"13015","1","NA","","0","0","","2","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"13016","1","80","","2","0","","0","","0","","","","","","","","","","","","","250","80","40","7988","3074","4914","7781","8","185","14","","7988","1"
"13017","1","65","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","100","NSS","NSS","100","","","","","100","1"
"13018","1","80","","1","1","","2","","0","","1","","","","","","","","","NSS","NSS","NSS","NSS","NSS","16353","4060","12293","NSS","NSS","NSS","NSS","NSS","16353","1"
"13019","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NA","NA","NA","NA","NA","NSS","1"
"13020","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"13021","1","85","","2","0","","0","","0","","","","","","","","","","","","","21.2","2","","4111","2623","1488","4074","4","13","20","","4111","1"
"13022","1","","","0","0","","0","","0","","","","","","","","","","","NA","NA","","NA","NA","","","","NA","NA","NA","NA","NA","NA","NA"
"13023","1","85","","2","0","","0","","0","","","","","","","","","","","","","15","12","3","8000","2400","5600","7500","10","490","","","8000","1"
"13024","1","","1","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NA","NA","NA","NA","NA","NA","NA","NSS","1"
"13025","1","50","","2","0","","0","","0","","","","","","","","","","","","","12.5","","","1288","1288","NSS","1221","","31","36","","1288","1"
"13026","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","","NA","NSS","NSS","","NSS","","","","","NSS","1"
"13027","1","85","","2","0","","0","","0","","","","","","","","","","","","","8","1","1","900","900","","885","","","15","","900","1"
"13028","1","95","","1","1","","2","","0","","1","1","","","","","","","","NSS","NA","NSS","NA","NA","12910","12910","","8706","","1052","68","3084","12910","1"
"13029","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","4813","4328","485","4813","31","453","30","NA","4813","6"
"13030","1","98","","2","0","","0","","0","","","","","","","","","","","","","59.3","0.15","","6771","6771","","5845","4","720","202","","6771","1"
"13031","1","NA","","0","0","","2","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"13032","1","93","","2","0","","0","","0","","","","","","","","","","","","","45","3.5","3.5","62","32","30","60","","","2","","62","1"
"13033","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"13034","1","80","","2","0","","0","","0","","","","","","","","","","","","","10","3","3","2300","150","2150","2280","","","20","","2300","1"
"13035","1","100","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"13036","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","9","","1","","","10","1"
"13037","1","75","","2","0","","0","","0","","","","","","","","","","","","","20","NSS","NSS","NSS","NSS","NSS","4","","","","","4","1"
"13038","1","60","","2","0","","0","","0","","","","","","","","","","","","","14","1.5","0.5","878","356","522","832","","32","14","","878","1"
"13039","1","","1","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NA","NA","NA","NA","NSS","1"
"13040","1","46","","1","1","","2","","0","","1","","","","","","","","","1","","10","10","3","312","312","","312","","","","","312","1"
"13041","1","98","","2","0","","0","0","0","0","","","","","","","","","0","","","91.31","1.178","0.053","9255","6478","2777","7943","7","457","28","820","9255","1"
"13042","1","75","","2","0","","0","","0","","","","","","","","","","","","","9.6","1.71","","NSS","NSS","NSS","NSS","NA","NA","NA","NA","NSS","1"
"13043","1","30","","2","0","","0","","0","","","","","","","","","","","","","1020","3.13","1","1400","1400","","1400","NA","NA","NA","NA","NA","1"
"13044","1","40","","2","0","","0","","0","","","","","","","","","","","","","605","120","","405","215","190","305","7","72","21","","405","1"
"13045","1","25","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","800","800","","800","","","","","800","1"
"13046","1","90","","1","1","","2","","0","","","1","","","","","","","","6","","10","","","7000","7000","","7000","","","","","7000","1"
"13047","1","75.2","","2","0","","0","","0","","","","","","","","","","","","","18.6","","","897","423","474","885","","","12","","897","2"
"13048","1","89.87","","2","0","","0","0","0","0","","","","","","","","","0","","","824.63","72.52","NA","291526","NA","NA","205158","97","13588","683","NA","219526","1"
"13049","1","80","","2","0","","0","","0","","","","","","","","","","","","","6","","","10","10","","10","","","","","10","1"
"13050","1","90","","2","0","","0","","0","","","","","","","","","","","","","63","","","8040","6249","1791","7585","13","347","96","","8041","1"
"13051","1","NA","","0","0","","2","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"13052","1","","1","2","0","","0","","0","","","","","","","","","","","","","102","3.7","4.2","6728","4037","2691","5751","37","191","","749","6728","1"
"13053","1","","1","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","500","NSS","NSS","","NSS","","","NSS","1"
"13054","1","","1","2","0","","0","0","0","0","","","","","","","","","0","","","NSS","NSS","NSS","5912","563","5349","5832","10","69","1","","5912","2"
"13055","1","93.46","","2","0","","0","","0","","","","","","","","","","","","","192","NSS","NSS","3020","1000","2020","NSS","NSS","NSS","NSS","NSS","3020","1"
"13056","1","NA","","2","0","","0","0","0","0","","","","","","","","","0","","","NSS","NSS","NSS","11089","4401","6688","10910","17","162","","","11089","1"
"13057","1","79","","2","0","","0","","0","","","","","","","","","","","","","NSS","0.4","","NSS","NSS","NSS","NSS","","NSS","NSS","","NA","1"
"13058","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","0.5","","118","80","38","80","","25","8","5","118","1"
"13059","1","75","","2","0","","0","","0","","","","","","","","","","","","","15","","","2503","2503","","2237","25","231","10","","2503","1"
"13060","1","","1","2","0","","0","","0","","","","","","","","","","","","","5","1","1","400","100","300","100","","100","100","100","400","1"
"13061","1","98","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","17015","8015","9000","16800","15","200","","","17015","1"
"13062","1","75","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"13063","1","80","","1","1","","2","","0","","","1","","","","","","","","20","3","86.56","1.92","","13585","300","13285","12961","15","560","49","","13585","1"
"13064","1","85","","2","0","","0","","0","","","","","","","","","","","","","60","4.4","2.2","195","105","90","195","","","","","195","1"
"13065","1","96","","2","0","","0","","0","","","","","","","","","","","","","1.2","1.2","","NSS","NSS","NSS","NSS","NA","NSS","NA","NA","NA","1"
"13066","1","NA","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NA","1"
"13067","1","","1","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","889","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"13068","1","95","","2","0","","0","","0","","","","","","","","","","","","","10","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"13069","1","99.5","","1","2","","2","0","0","","1","","","","","","","","","NSS","NSS","NSS","1273","NA","23931","16751","7180","19145","1196","3590","NSS","NSS","23931","1"
"13070","1","NA","","2","0","","0","","0","","","","","","","","","","","","","38","38","NA","4662","3018","1646","4471","NA","169","22","NA","4662","2"
"13071","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"13072","1","80","","1","1","","2","","0","","1","","","","","","","","","1.21","","6","0.15","","4153","2025","2128","4008","15","48","20","62","4153","1"
"13073","1","78","","1","2","","2","","0","","","","","","","","","1","BARRANCAS","10","","15","NSS","NSS","NSS","NSS","","NSS","","","NSS","","NSS","1"
"13074","1","90","","2","0","","0","","0","","","","","","","","","","","","","60","60","","5357","5357","","4976","78","303","","","5357","1"
"13075","1","97","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","6726","4460","2250","6726","","","","","6726","1"
"13076","1","63","","2","0","","0","","0","","","","","","","","","","","","","393.38","0.5","0.1","25250","2115","23135","23004","78","2016","105","47","25250","1"
"13077","1","70","","1","1","","2","","0","","","1","","","","","1","","","16","5.8","501","2.73","","45160","3119","42041","28887","421","2915","11","379","32613","1"
"13078","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"13079","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"13080","1","NA","","2","0","","0","","0","","","","","","","","","","","","","300","NSS","NSS","493","493","","493","","","","","493","1"
"13081","1","95","","2","0","","0","0","0","0","","","","","","","","","0","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"13082","1","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"13083","1","93","","2","0","","0","0","0","0","","","","","","","","","0","","","NSS","NSS","NSS","60","5","55","57","","3","","","60","2"
"13084","1","55","","2","0","","0","","0","","","","","","","","","","","","","230","60","NSS","5671","4632","1039","5670","","1","","","5670","1"
"14001","1","70","","2","0","","0","","0","","","","","","","","","","","","","11","0.2","","6102","4502","1600","6088","","14","","","6102","1"
"14002","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","7059","2169","4890","7059","NA","NA","NA","NA","7059","1"
"14003","1","95","","2","0","","0","","0","","","","","","","","","","","","","52","40","20","7000","5000","2000","7000","NSS","NSS","NSS","NSS","7000","1"
"14004","1","94","","2","0","","0","","0","","","","","","","","","","","","","NSS","1.185","NSS","2265","1319","946","2226","6","8","20","5","2265","1"
"14005","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","1","","5185","4575","610","92","3","NA","NA","NA","95","1"
"14006","1","63","","2","0","","0","","0","","","","","","","","","","","","","16679","4","","17191","15117","2074","15852","1","974","","364","17191","1"
"14007","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","3066","2006","1060","3059","7","NA","NA","NA","3066","1"
"14008","1","","1","2","0","","0","","0","","","","","","","","","","","","","116.49","3.26","1.5","21976","18999","2977","21529","21","420","","6","21976","1"
"14009","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","300","158","142","300","","","","","300","1"
"14010","1","95","","2","0","","0","","0","","","","","","","","","","","","","35","17","2.5","2659","2299","360","2659","NA","NA","NA","NA","2659","1"
"14011","1","98","","2","0","","0","","0","","","","","","","","","","","","","27.79","0.5","","1070","650","420","1065","","5","","","1070","1"
"14012","1","60","","1","1","","2","","0","","","1","","","","","","","","1","","24.05","1.5","","1762","924","838","1662","","100","","","1762","1"
"14013","1","98","","2","0","","0","","0","","","","","","","","","","","","","34","4","","11352","8523","2829","10395","100","831","","26","11352","1"
"14014","1","90","","2","0","","0","","0","","","","","","","","","","","","","5.5","0.3","","4573","3638","932","4570","NA","NA","22","NA","4592","1"
"14015","1","80","","1","1","","2","","0","","","1","","","","","","","","7","","NSS","","","25699","24599","1100","25699","","","","","25699","1"
"14016","1","90","","1","2","","2","","0","","","1","","","","","","","","NSS","NSS","NSS","NSS","NSS","8588","4825","3763","8831","","257","","","9088","1"
"14017","1","95","","1","1","","2","","0","","","1","","","","","","","","6","2.1","40","4","0.5","3200","3200","","3200","","","","","3200","1"
"14018","1","95","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","18810","14832","3978","17825","NA","985","NA","NA","18810","1"
"14019","1","87","","2","0","","0","","0","","","","","","","","","","","","","56","56","","270","200","70","270","","","","","270","1"
"14020","1","30","","2","0","","0","","0","","","","","","","","","","","","","9","0.5","","2071","2071","","2071","","","","","2071","1"
"14021","1","87","","2","0","","0","","0","","","","","","","","","","","","","49.5","","","7750","4161","3589","7134","11","339","","266","7750","1"
"14022","1","95","","1","2","","2","","0","","","1","","","","","1","","","NSS","NSS","99","2","NSS","11878","6427","5451","10139","","1586","153","","11878","1"
"14023","1","96","","2","0","","0","","0","","","","","","","","","","","","","419.4","3.86","","38112","37374","738","35007","99","2987","19","","38112","1"
"14024","1","98","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","6695","6695","","6695","NA","NA","NA","NA","6695","1"
"14025","1","70","","2","0","","0","","0","","","","","","","","","","","","","95","2","","183","112","71","138","","7","2","36","183","1"
"14026","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NA","NA","2945","2945","","2920","","25","","","2945","1"
"14027","1","60","","2","0","","0","","0","","","","","","","","","","","","","45","1.2","0.8","2408","910","1498","2408","","","","","2408","1"
"14028","1","90","","2","0","","0","","0","","","","","","","","","","","","","17.5","","","1044","754","290","1044","","","","","1044","1"
"14029","1","70","","2","0","","0","","0","","","","","","","","","","","","","18","3000","","142","135","7","2293","","133","","","2426","1"
"14030","1","98","","2","0","","0","","0","","","","","","","","","","","","","280","9","","20261","6049","14212","18634","","1627","","","20261","1"
"14031","1","80","","2","0","","0","","0","","","","","","","","","","","","","385","4","9","20","9","11","20","","","","","20","1"
"14032","1","80","","2","0","","0","","0","","","","","","","","","","","","","0.77","0.77","","1826","1704","122","1826","NA","NA","NA","NA","1826","1"
"14033","1","95","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","4750","4750","NA","4396","132","220","2","NA","4750","1"
"14034","1","90","","2","0","","0","","0","","","","","","","","","","","","","23.19","0.1955","","1325","938","387","1325","","","","","1325","1"
"14035","1","90","","1","1","","2","","0","","","1","","","","","","","","8","","159","0.1","0.1","11175","7480","3695","10752","21","347","55","NA","11175","1"
"14036","1","100","","2","0","","0","","0","","","","","","","","","","","","","32.4","400","","6839","5467","872","6763","","76","","","6839","1"
"14037","1","98","","1","2","","2","","0","","","1","","","","","","","","4.5","","85.5","6","","8959","7777","1182","8288","","632","NA","39","8959","1"
"14038","1","92","","2","0","","0","","0","","","","","","","","","","","","","90","3","","992","992","","992","","38","","","1030","1"
"14039","1","100","","1","4","MITIGAR INUNDACIONES","2","","0","","1","","","","","","","","","83.47","","8577","16.18","","1164305","1164305","NA","1062244","3284","93973","4804","","1164305","1"
"14040","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","1","","1540","938","602","1540","","","","","1540","1"
"14041","1","100","","1","1","","2","","0","","","1","","","","","","","","0.22","","24.312","","","2344","2242","102","2344","NA","NA","NA","NA","2344","1"
"14042","1","80","","2","0","","0","","0","","","","","","","","","","","","","18","0.3","","2175","2050","125","2175","","","","","2175","1"
"14043","1","81","","2","0","","0","","0","","","","","","","","","","","","","32","0.6","","236","29","207","228","","8","","","236","1"
"14044","1","90","","2","0","","0","","0","","","","","","","","","","","","","218","218","28","31773","3044","28729","31773","","","","","31773","1"
"14045","1","85","","2","0","","0","","0","","","","","","","","","","","","","111","1","","3848","2351","1497","3848","","","","","3848","1"
"14046","1","96","","2","0","","0","","0","","","","","","","","","","","","","142","","","9628","9548","80","8923","3","430","","272","9628","1"
"14047","1","98","","2","0","","0","","0","","","","","","","","","","","","","40","","","8154","6213","1941","7944","","210","","","8154","1"
"14048","1","97","","1","2","","2","","0","","1","1","","","","","","","","5550","0.32","72966","0.3","","4700","4500","200","4700","NA","NA","20","NA","4720","1"
"14049","1","95","","2","0","","0","","0","","","","","","","","","","","","","NSS","0.469","","1088","481","607","1088","","","","","1088","1"
"14050","1","91","","2","0","","0","","0","","","","","","","","","","","","","48900","NSS","NSS","14107","5788","8319","13858","NA","249","NA","NA","14107","1"
"14051","1","96","","1","1","","2","","0","","","1","","","","","","","","3","","10","2","0.5","7907","3759","4148","7904","1","2","","","7907","1"
"14052","1","100","","2","0","","0","","0","","","","","","","","","","","","","20","","","1440","1440","","1440","","","","","1440","1"
"14053","1","70","","2","0","","0","","0","","","","","","","","","","","","","113","1.193","","38122","38122","","36283","","1839","","","38122","1"
"14054","1","95","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","3100","1412","1688","3068","","32","","","3100","1"
"14055","1","98","","2","0","","0","","0","","","","","","","","","","","","","57.7","6.13","0.64","6836","5313","1523","6144","3","362","112","215","6836","1"
"14056","1","90","","2","0","","0","","0","","","","","","","","","","","","","4.5","","","346","346","","346","NA","NA","NA","NA","346","1"
"14057","1","85","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","1528","1528","","1528","NA","NA","NA","NA","1528","1"
"14058","1","66","","1","1","","2","","0","","","","","","","","","1","CANAL DE RIEGO","0.54","0.282","39.14","0.41","0.2","3487","3487","","3228","15","218","9","17","3487","1"
"14059","1","97","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","3767","2582","1185","3755","3","8","","1","3767","1"
"14060","1","95","","2","0","","0","","0","","","","","","","","","","","","","26.3","","","2249","1893","356","2249","","","","","2249","1"
"14061","1","70","","2","0","","0","","0","","","","","","","","","","","","","24.2","4.2","1.3","4872","1272","3600","4872","NA","NA","NA","NA","4872","1"
"14062","1","95","","2","0","","0","","0","","","","","","","","","","","","","30","30","NSS","1735","1051","684","1735","","","","","1735","1"
"14063","1","91","","1","1","","2","","0","","","1","","","","","","","","12","","42","3","1","25430","24410","1020","25377","5","48","NA","NA","25430","1"
"14064","1","95","","2","0","","0","","0","","","","","","","","","","","","","25","3.5","","4579","","","4579","","","","","4579","1"
"14065","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","2857","2557","300","2857","NA","NA","NA","NA","2857","1"
"14066","1","80","","1","1","","2","","0","","","1","","","","","","","","1230","","21570.04","8","","14308","6578","7730","14284","24","","","","14308","1"
