"id_local","id_aps","localid","ag_dias","ag_horas"
"11050","11115","139130","NSS","NSS"
"11051","11115","139134","NSS","NSS"
"11052","11115","138893","NSS","NSS"
"11053","8691","301350","7","7"
"11054","8691","301350","7","10"
"11055","8691","301350","7","9"
"11056","8691","301350","7","12"
"11057","8691","139256","7","10"
"11058","8691","139265","7","10"
"11059","8691","139263","7","10"
"11060","8691","139267","7","9"
"11061","8691","139272","7","8"
"11062","8691","139276","7","12"
"11063","8691","139277","7","8"
"11064","8691","139278","7","9"
"11065","8691","139290","7","8"
"11066","8691","139282","7","12"
"11067","8691","139294","7","6"
"11068","8691","139327","7","5"
"11069","8681","139397","7","12"
"11070","8681","301351","7","12"
"11071","8681","139487","7","12"
"11072","8681","139440","7","12"
"11073","8681","301351","7","12"
"11074","6061","139689","7","8"
"11075","12664","196484","NSS","24"
"11076","12664","196486","NSS","24"
"11077","12664","196489","NSS","24"
"11078","12664","196490","NSS","24"
"11079","12664","196487","NSS","24"
"11080","12664","196495","NSS","24"
"11081","12664","196496","NSS","24"
"11082","12664","196497","NSS","24"
"11083","12664","196499","NSS","24"
"11084","12664","196501","NSS","24"
"11085","12664","196502","NSS","24"
"11086","12664","196503","NSS","24"
"11087","12664","196506","NSS","24"
"11088","12664","196509","NSS","24"
"11089","12664","196510","NSS","24"
"11090","12664","196512","NSS","24"
"11091","12664","196516","NSS","24"
"11092","12664","196523","NSS","24"
"11093","12664","196526","NSS","24"
"11094","12664","196549","NSS","24"
"11095","12664","196575","NSS","24"
"11096","12664","196579","NSS","24"
"11097","12664","196581","NSS","24"
"11098","12664","196582","NSS","24"
"11099","12664","196583","NSS","24"
"11100","12664","196624","NSS","24"
"11101","12664","196625","NSS","24"
"11102","12646","302485","NSS","23"
"11103","12646","302485","NSS","23"
"11104","12646","302485","NSS","23"
"11105","12646","302485","NSS","23"
"11106","12646","302485","NSS","23"
"11107","12646","302485","NSS","23"
"11108","12646","302485","NSS","23"
"11109","12646","302485","NSS","23"
"11110","12646","195480","NSS","23"
"11111","12646","195479","NSS","23"
"11112","12646","195483","NSS","23"
"11113","12646","195487","NSS","23"
"11114","12646","195490","NSS","23"
"11115","12646","195491","NSS","23"
"11116","12646","195492","NSS","23"
"11117","12646","195505","NSS","23"
"11118","12646","195498","NSS","23"
"11119","12646","195506","NSS","23"
"11120","12646","195511","NSS","23"
"11121","12646","195514","NSS","23"
"11122","12646","195515","NSS","23"
"11123","12646","195517","NSS","23"
"11124","12646","195545","NSS","23"
"11125","12646","195548","NSS","23"
"11126","12646","195574","NSS","23"
"11127","12646","195586","NSS","23"
"11128","12646","195612","NSS","23"
"11129","12646","195598","NSS","23"
"11130","12646","195617","NSS","23"
"11131","12646","195621","NSS","23"
"11132","12681","195857","NSS","23"
"11133","12681","195863","NSS","23"
"11134","12681","195850","NSS","23"
"11135","12681","195865","NSS","23"
"11136","12681","195873","NSS","23"
"11137","12681","195874","NSS","23"
"11138","12681","195886","NSS","23"
"11139","12681","195900","NSS","23"
"11140","12681","195888","NSS","23"
"11141","12681","195893","NSS","23"
"11142","12681","195907","NSS","23"
"11143","12681","195905","NSS","23"
"11144","12681","195916","NSS","23"
"11145","12681","195906","NSS","23"
"11146","12681","195934","NSS","NA"
"11147","12681","195940","NSS","23"
"11148","12661","302488","NSS","18"
"11149","12661","195946","NSS","18"
"11150","12661","195950","NSS","18"
"11151","12661","195949","NSS","18"
"11152","12661","195953","NSS","18"
"11153","12661","195954","NSS","18"
"11154","12661","195955","NSS","18"
"11155","12661","195956","NSS","18"
"11156","12661","195960","NSS","18"
"11157","12661","195957","NSS","18"
"11158","12661","195962","NSS","18"
"11159","12661","195965","NSS","18"
"11160","12661","195966","NSS","18"
"11161","12661","195967","NSS","18"
"11162","12661","195968","NSS","18"
"11163","12661","195970","NSS","18"
"11164","12661","195973","NSS","18"
"11165","12661","195977","NSS","18"
"11166","12661","195976","NSS","18"
"11167","12661","195978","NSS","18"
"11168","12661","195979","NSS","18"
"11169","12661","195981","NSS","18"
"11170","12661","195983","NSS","18"
"11171","12661","195984","NSS","18"
"11172","12661","195986","NSS","18"
"11173","12661","195987","NSS","18"
"11174","12661","195988","NSS","18"
"11175","12661","195991","NSS","18"
"11176","12661","195989","NSS","18"
"11177","12661","195992","NSS","18"
"11178","12661","195994","NSS","18"
"11179","12661","195996","NSS","18"
"11180","12661","195997","NSS","18"
"11181","12661","195998","NSS","18"
"11182","12661","195999","NSS","18"
"11183","12661","196001","NSS","18"
"11184","12661","196002","NSS","18"
"11185","12661","196003","NSS","18"
"11186","12661","196005","NSS","18"
"11187","12661","196007","NSS","18"
"11188","12661","196008","NSS","18"
"11189","12661","196013","NSS","18"
"11190","12661","196009","NSS","18"
"11191","12661","196010","NSS","18"
"11192","12661","196014","NSS","18"
"11193","12661","196015","NSS","18"
"11194","12661","196016","NSS","18"
"11195","12661","196018","NSS","18"
"11196","12661","196019","NSS","18"
"11197","12661","196020","NSS","18"
"11198","12661","196021","NSS","18"
"11199","12661","196025","NSS","18"
"11200","12661","196026","NSS","18"
"11201","12661","196028","NSS","18"
"11202","12661","196029","NSS","18"
"11203","12661","196032","NSS","18"
"11204","12661","196033","NSS","18"
"11205","12661","196037","NSS","18"
"11206","12661","196038","NSS","18"
"11207","12661","196039","NSS","18"
"11208","12661","196040","NSS","18"
"11209","12661","196041","NSS","18"
"11210","12661","196042","NSS","18"
"11211","12661","196045","NSS","18"
"11212","12661","196046","NSS","18"
"11213","12661","196049","NSS","18"
"11214","12661","196052","NSS","18"
"11215","12661","196053","NSS","18"
"11216","12661","196054","NSS","18"
"11217","12661","196055","NSS","18"
"11218","12661","196056","NSS","18"
"11219","12661","196057","NSS","18"
"11220","12661","196059","NSS","18"
"11221","12661","196062","NSS","18"
"11222","12661","196063","NSS","18"
"11223","12661","196068","NSS","18"
"11224","12661","196069","NSS","18"
"11225","12661","196074","NSS","18"
"11226","12661","196075","NSS","18"
"11227","12661","196077","NSS","18"
"11228","12661","196078","NSS","18"
"11229","12661","196079","NSS","18"
"11230","12661","196080","NSS","18"
"11231","12661","196083","NSS","18"
"11232","12661","196084","NSS","18"
"11233","12661","196088","NSS","18"
"11234","12661","196086","NSS","18"
"11235","12661","196090","NSS","18"
"11236","12661","196094","NSS","18"
"11237","12661","196096","NSS","18"
"11238","12661","196098","NSS","18"
"11239","12661","196099","NSS","18"
"11240","12661","196100","NSS","18"
"11241","12661","196101","NSS","18"
"11242","12661","196102","NSS","18"
"11243","12661","196107","NSS","18"
"11244","12661","196106","NSS","18"
"11245","12661","196109","NSS","18"
"11246","12661","196110","NSS","18"
"11247","12661","196111","NSS","18"
"11248","12661","196120","NSS","18"
"11249","12661","196121","NSS","18"
"11250","12661","196116","NSS","18"
"11251","12661","196122","NSS","18"
"11252","12661","196127","NSS","18"
"11253","12661","196129","NSS","18"
"11254","12661","196132","NSS","18"
"11255","12661","196142","NSS","18"
"11256","12661","196134","NSS","18"
"11257","12661","196146","NSS","18"
"11258","12661","196151","NSS","18"
"11259","12661","196152","NSS","18"
"11260","12661","196158","NSS","18"
"11261","12661","196165","NSS","18"
"11262","12661","196177","NSS","18"
"11263","12661","196182","NSS","18"
"11264","12661","196184","NSS","18"
"11265","12661","196190","NSS","18"
"11266","12661","196199","NSS","18"
"11267","12661","196210","NSS","18"
"11268","12662","196225","NSS","17"
"11269","12662","196226","NSS","17"
"11270","12662","196228","NSS","17"
"11271","12662","196229","NSS","17"
"11272","12662","196230","NSS","17"
"11273","12662","196231","NSS","17"
"11274","12662","196232","NSS","17"
"11275","12662","196233","NSS","17"
"11276","12662","196235","NSS","17"
"11277","12662","196236","NSS","17"
"11278","12662","196237","NSS","17"
"11279","12662","196239","NSS","17"
"11280","12662","196240","NSS","17"
"11281","12662","196242","NSS","17"
"11282","12662","196241","NSS","17"
"11283","12662","196243","NSS","17"
"11284","12662","196245","NSS","17"
"11285","12662","196246","NSS","17"
"11286","12662","196248","NSS","17"
"11287","12662","196249","NSS","17"
"11288","12662","196250","NSS","17"
"11289","12662","196251","NSS","17"
"11290","12662","196253","NSS","17"
"11291","12662","196254","NSS","17"
"11292","12662","196255","NSS","17"
"11293","12662","196256","NSS","17"
"11294","12662","196259","NSS","17"
"11295","12662","196257","NSS","17"
"11296","12662","196258","NSS","17"
"11297","12662","196260","NSS","17"
"11298","12662","196262","NSS","17"
"11299","12662","196263","NSS","17"
"11300","12662","196266","NSS","17"
"11301","12662","196269","NSS","17"
"11302","12662","196270","NSS","17"
"11303","12662","196271","NSS","17"
"11304","12662","196272","NSS","17"
"11305","12662","196273","NSS","17"
"11306","12662","196279","NSS","17"
"11307","12662","196293","NSS","17"
"11308","12662","196294","NSS","17"
"11309","12662","196296","NSS","17"
"11310","12662","196367","NSS","17"
"11311","12662","196334","NSS","17"
"11312","12663","196384","NSS","23"
"11313","12663","196385","NSS","23"
"11314","12663","196387","NSS","23"
"11315","12663","196389","NSS","23"
"11316","12663","196390","NSS","23"
"11317","12663","196391","NSS","23"
"11318","12663","196392","NSS","23"
"11319","12663","196394","NSS","23"
"11320","12663","196397","NSS","23"
"11321","12663","196398","NSS","23"
"11322","12663","196399","NSS","23"
"11323","12663","196400","NSS","23"
"11324","12663","196401","NSS","23"
"11325","12663","196403","NSS","23"
"11326","12663","196404","NSS","23"
"11327","12663","196406","NSS","23"
"11328","12663","196407","NSS","23"
"11329","12663","196418","NSS","23"
"11330","12663","196415","NSS","23"
"11331","12665","196673","NSS","19"
"11332","12665","196674","NSS","19"
"11333","12665","196675","NSS","19"
"11334","12665","196676","NSS","19"
"11335","12665","196677","NSS","19"
"11336","12665","196679","NSS","19"
"11337","12665","196678","NSS","19"
"11338","12665","196683","NSS","19"
"11339","12665","196682","NSS","19"
"11340","12665","196681","NSS","19"
"11341","12665","196687","NSS","19"
"11342","12665","196684","NSS","19"
"11343","12665","196688","NSS","19"
"11344","12665","196689","NSS","19"
"11345","12665","196690","NSS","19"
"11346","12665","196691","NSS","19"
"11347","12665","196693","NSS","19"
"11348","12665","196694","NSS","19"
"11349","12665","196695","NSS","19"
"11350","12665","196696","NSS","19"
"11351","12665","196697","NSS","19"
"11352","12665","196698","NSS","19"
"11353","12665","196699","NSS","19"
"11354","12665","196702","NSS","19"
"11355","12665","196703","NSS","19"
"11356","12665","196704","NSS","19"
"11357","12665","196708","NSS","19"
"11358","12665","196709","NSS","19"
"11359","12665","196710","NSS","19"
"11360","12665","196716","NSS","19"
"11361","12665","196720","NSS","19"
"11362","12665","196765","NSS","19"
"11363","12665","196774","NSS","19"
"11364","12667","196798","NSS","24"
"11365","12667","196799","NSS","24"
"11366","12667","196803","NSS","24"
"11367","12667","196806","NSS","24"
"11368","12667","196807","NSS","24"
"11369","12667","196809","NSS","24"
"11370","12667","196814","NSS","24"
"11371","12667","196815","NSS","24"
"11372","12667","196816","NSS","24"
"11373","12667","196819","NSS","24"
"11374","12667","196821","NSS","24"
"11375","12667","196825","NSS","24"
"11376","12667","196833","NSS","24"
"11377","12667","196828","NSS","24"
"11378","12667","196834","NSS","24"
"11379","12667","196839","NSS","24"
"11380","12667","196836","NSS","24"
"11381","12667","196840","NSS","24"
"11382","12667","196841","NSS","24"
"11383","12667","196849","NSS","24"
"11384","12667","196850","NSS","24"
"11385","12667","196853","NSS","24"
"11386","12667","196854","NSS","24"
"11387","12667","196856","NSS","24"
"11388","12667","196857","NSS","24"
"11389","12667","196859","NSS","24"
"11390","12667","196864","NSS","24"
"11391","12667","196869","NSS","24"
"11392","12667","196871","NSS","24"
"11393","12667","196870","NSS","24"
"11394","12667","196876","NSS","24"
"11395","12667","196892","NSS","24"
"11396","12667","196894","NSS","24"
"11397","12667","196895","NSS","24"
"11398","12667","196896","NSS","24"
"11399","12667","196898","NSS","24"
"11400","12667","196899","NSS","24"
"11401","12667","196907","NSS","24"
"11402","12667","196909","NSS","24"
"11403","12667","196915","NSS","24"
"11404","12667","196922","NSS","24"
"11405","12667","196924","NSS","24"
"11406","12667","196935","NSS","24"
"11407","12667","196938","NSS","24"
"11408","12667","196940","NSS","24"
"11409","12667","196940","NSS","24"
"11410","12668","196953","NSS","24"
"11411","12668","196954","NSS","24"
"11412","12668","196958","NSS","24"
"11413","12668","196955","NSS","24"
"11414","12668","196959","NSS","24"
"11415","12668","196960","NSS","24"
"11416","12668","196966","NSS","24"
"11417","12668","196963","NSS","24"
"11418","12668","196968","NSS","24"
"11419","12668","196971","NSS","24"
"11420","12668","196972","NSS","24"
"11421","12668","196976","NSS","24"
"11422","12668","196979","NSS","24"
"11423","12668","196981","NSS","24"
"11424","12668","196984","NSS","24"
"11425","12668","196988","NSS","24"
"11426","12668","196997","NSS","24"
"11427","12668","196998","NSS","24"
"11428","12668","197000","NSS","24"
"11429","12668","197002","NSS","24"
"11430","12668","197011","NSS","24"
"11431","12668","197018","NSS","24"
"11432","12668","197025","NSS","24"
"11433","12668","197033","NSS","24"
"11434","12668","197034","NSS","24"
"11435","12668","197035","NSS","24"
"11436","12668","197046","NSS","24"
"11437","12668","197044","NSS","24"
"11438","12668","197047","NSS","24"
"11439","12670","197062","7","21"
"11440","12670","197061","7","21"
"11441","12670","197064","7","21"
"11442","12670","197067","7","21"
"11443","12670","197066","7","21"
"11444","12670","197070","7","21"
"11445","12670","197074","7","21"
"11446","12670","197072","7","21"
"11447","12670","197073","7","21"
"11448","12670","197078","7","21"
"11449","12670","197087","7","21"
"11450","12670","197084","7","21"
"11451","12670","197091","7","21"
"11452","12670","197094","7","21"
"11453","12670","197093","7","21"
"11454","12670","197095","7","21"
"11455","12670","197096","7","21"
"11456","12670","197099","7","21"
"11457","12670","197104","7","21"
"11458","12670","197102","7","21"
"11459","12670","197106","7","21"
"11460","12670","197111","7","21"
"11461","12670","197112","7","21"
"11462","12670","197121","7","21"
"11463","12670","197155","7","21"
"11464","12670","197254","7","21"
"11465","12670","197266","7","21"
"11466","12670","197267","7","21"
"11467","12670","197297","7","21"
"11468","12670","197269","",""
"11469","13081","197378","NSS","22"
"11470","13081","197385","NSS","22"
"11471","13081","197376","NSS","22"
"11472","13081","197377","NSS","22"
"11473","13081","197379","NSS","22"
"11474","13081","197386","NSS","22"
"11475","13081","197394","NSS","22"
"11476","13081","197389","NSS","22"
"11477","13081","197390","NSS","22"
"11478","13081","197391","NSS","22"
"11479","13081","197395","NSS","22"
"11480","13081","197396","NSS","22"
"11481","13081","197397","NSS","22"
"11482","13081","197398","NSS","22"
"11483","13081","197399","NSS","22"
"11484","13081","197401","NSS","22"
"11485","13081","197403","NSS","22"
"11486","13081","197405","NSS","22"
"11487","13081","197407","NSS","22"
"11488","13081","197433","NSS","22"
"11489","13081","197443","NSS","22"
"11490","13081","197434","NSS","22"
"11491","13081","197463","NSS","22"
"11492","13081","197474","NSS","22"
"11493","13081","197480","NSS","22"
"11494","13081","197486","NSS","22"
"11495","12672","197489","NSS","15"
"11496","12672","197495","NSS","15"
"11497","12672","197499","NSS","15"
"11498","12672","197513","NSS","15"
"11499","12672","197515","NSS","15"
"11500","12672","197524","NSS","15"
"11501","12672","197528","NSS","15"
"11502","12672","197541","NSS","15"
"11503","12672","197537","NSS","15"
"11504","12672","197542","NSS","15"
"11505","12672","197545","NSS","15"
"11506","12672","197604","NSS","15"
"11507","12672","197549","NSS","15"
"11508","12672","197590","NSS","15"
"11509","12672","197589","NSS","15"
"11510","12672","197614","NSS","15"
"11511","13087","302498","NSS","24"
"11512","13087","302498","NSS","24"
"11513","13087","302498","NSS","24"
"11514","13087","302498","NSS","24"
"11515","13087","302498","NSS","24"
"11516","13087","302498","NSS","24"
"11517","13087","302498","NSS","24"
"11518","13087","302498","NSS","24"
"11519","13087","302498","NSS","24"
"11520","13087","302498","NSS","24"
"11521","13087","302498","NSS","24"
"11522","13087","302498","NSS","24"
"11523","13087","302498","NSS","24"
"11524","13087","302498","NSS","24"
"11525","13087","302498","NSS","24"
"11526","13087","302498","NSS","24"
"11527","13087","302498","NSS","24"
"11528","13087","302498","NSS","24"
"11529","13087","302498","NSS","24"
"11530","13087","302498","NSS","24"
"11531","13087","302498","NSS","24"
"11532","13087","197676","NSS","24"
"11533","13087","302498","NSS","24"
"11534","13087","302498","NSS","24"
"11535","13087","197671","NSS","24"
"11536","13087","197679","NSS","24"
"11537","13087","197681","NSS","24"
"11538","13087","197755","NSS","24"
"11539","13087","197715","NSS","24"
"11540","13087","197754","NSS","24"
"11541","12674","197832","NSS","18"
"11542","12674","197833","NSS","18"
"11543","12674","197834","NSS","18"
"11544","12674","197836","NSS","18"
"11545","12674","197837","NSS","18"
"11546","12674","197838","NSS","18"
"11547","12674","197839","NSS","18"
"11548","12674","197840","NSS","18"
"11549","12674","197841","NSS","18"
"11550","12674","197844","NSS","18"
"11551","12674","197847","NSS","18"
"11552","12674","197849","NSS","18"
"11553","12674","197850","NSS","18"
"11554","12674","197851","NSS","18"
"11555","12674","197853","NSS","18"
"11556","12674","197857","NSS","18"
"11557","12674","197863","NSS","18"
"11558","12674","197864","NSS","18"
"11559","12674","197869","NSS","18"
"11560","12674","197870","NSS","18"
"11561","12674","197874","NSS","18"
"11562","12674","197876","NSS","18"
"11563","12674","197877","NSS","18"
"11564","12674","197878","NSS","18"
"11565","12675","198097","NSS","24"
"11566","12675","198098","NSS","24"
"11567","12675","198103","NSS","24"
"11568","12675","198101","NSS","24"
"11569","12675","198102","NSS","24"
"11570","12675","198104","NSS","24"
"11571","12675","198105","NSS","24"
"11572","12675","198106","NSS","24"
"11573","12675","198107","NSS","24"
"11574","12675","198108","NSS","24"
"11575","12675","198109","NSS","24"
"11576","12675","198110","NSS","24"
"11577","12675","198111","NSS","24"
"11578","12675","198143","NSS","24"
"11579","12675","198220","NSS","24"
"11580","12676","198240","NSS","17"
"11581","12676","198243","NSS","17"
"11582","12676","198245","NSS","17"
"11583","12676","198247","NSS","17"
"11584","12676","198246","NSS","17"
"11585","12676","198249","NSS","17"
"11586","12676","198251","NSS","17"
"11587","12676","198252","NSS","17"
"11588","12676","198257","NSS","17"
"11589","12676","198260","NSS","17"
"11590","12676","198261","NSS","17"
"11591","12676","198264","NSS","17"
"11592","12676","198268","NSS","17"
"11593","12676","198271","NSS","17"
"11594","12676","198272","NSS","17"
"11595","12676","198274","NSS","17"
"11596","12676","198276","NSS","17"
"11597","12676","198279","NSS","17"
"11598","12676","198277","NSS","17"
"11599","12676","198281","NSS","17"
"11600","12676","198284","NSS","17"
"11601","12676","198282","NSS","17"
"11602","12676","198287","NSS","17"
"11603","12676","198288","NSS","17"
"11604","12676","198289","NSS","17"
"11605","12676","198290","NSS","17"
"11606","12676","198291","NSS","17"
"11607","12676","198292","NSS","17"
"11608","12676","198296","NSS","17"
"11609","12676","198298","NSS","17"
"11610","12676","198301","NSS","17"
"11611","12676","198320","NSS","17"
"11612","12676","198322","NSS","17"
"11613","12676","198324","NSS","17"
"11614","12676","198325","NSS","17"
"11615","12676","198327","NSS","17"
"11616","12676","198328","NSS","17"
"11617","12676","198329","NSS","17"
"11618","12676","198331","NSS","17"
"11619","12676","198337","NSS","17"
"11620","6582","32124","7","24"
"11621","6582","32126","7","24"
"11622","6582","32125","7","24"
"11623","6582","32128","7","24"
"11624","6582","32130","7","24"
"11625","6582","32132","7","24"
"11626","6582","32131","7","24"
"11627","6582","32133","7","24"
"11628","6582","32135","7","24"
"11629","6582","32134","7","24"
"11630","6582","32137","7","24"
"11631","6582","32141","7","24"
"11632","6582","32151","7","24"
"11633","6582","32148","7","24"
"11634","6582","32164","7","4"
"11635","6582","32188","7","24"
"11636","9904","31340","4","2.5"
"11637","9904","31337","4","2.5"
"11638","9904","31342","4","2.5"
"11639","9904","31344","4","2.5"
"11640","9904","31343","4","2.5"
"11641","9904","31345","4","2.5"
"11642","9904","31346","7","2.5"
"11643","9904","31348","7","2.5"
"11644","9904","31353","4","2.5"
"11645","9904","31349","7","2.5"
"11646","9904","31352","4","2.5"
"11647","9904","31351","4","2.5"
"11648","9904","31355","4","2.5"
"11649","9904","31356","4","2.5"
"11650","9904","31379","4","2.5"
"11664","1718","140977","7","14"
"11665","1718","140978","7","20"
"11666","1718","140982","7","10"
"11667","1718","140984","7","14"
"11668","1718","140985","7","13"
"11669","1718","140986","7",""
"11670","1718","140987","7","16"
"11671","13348","119044","NSS","NSS"
"11672","13350","119046","NSS","NSS"
"11673","1358","30185","7","12"
"11674","1358","30184","7","7"
"11675","1358","30169","7","13"
"11676","1358","30177","7","13"
"11677","1358","30166","7","16"
"11678","1358","30170","7","8"
"11679","1358","30176","7","12"
"11680","1358","30178","7","7"
"11681","1358","30179","7","7"
"11682","1358","30182","7","7"
"11683","1358","30300","7","14"
"11697","2017","31076","7","15"
"11698","2017","31077","7","8"
"11699","2017","31083","7","8"
"11700","2017","31085","7","8"
"11701","2017","31087","7","12"
"11702","2017","31084","7","8"
"11703","2017","31086","7","8"
"11704","2017","31081","7","8"
"11705","2017","31089","7","8"
"11706","2017","31090","7","22"
"11707","2017","31088","7","8"
"11708","2017","31079","7","12"
"11709","2017","31078","7","8"
"11710","12051","175583","3","8"
"11711","12051","175585","3","8"
"11712","12051","175587","3","8"
"11713","12051","175593","3","8"
"11714","12051","175590","3","8"
"11715","12051","175595","3","8"
"11716","12051","175596","3","8"
"11717","12051","175601","3","8"
"11718","12051","175605","3","8"
"11719","12051","175606","3","8"
"11720","7613","176642","3","3"
"11721","7613","176589","8","7"
"11722","7613","176661","3","3"
"11723","7613","176662","3","3"
"11724","7613","176673","3","3"
"11725","7613","176674","3","3"
"11726","7613","176676","3","3"
"11727","7613","176678","3","3"
"11728","7613","176675","3","3"
"11729","7613","176677","3","3"
"11730","7613","176679","3","3"
"11731","7613","176680","3","3"
"11732","7613","176690","3","3"
"11733","7613","176682","3","3"
"11734","7613","176681","3","3"
"11735","7613","176691","3","3"
"11736","7613","176695","3","3"
"11737","7613","176697","3","3"
"11738","7613","176699","3","3"
"11739","7613","176698","3","3"
"11740","13074","181208","7","24"
"11749","12846","184018","7","5"
"11750","12846","184012","7","5"
"11751","12846","183998","7","5"
"11752","12846","183986","7","5"
"11753","12846","184008","7","5"
"11754","12846","184038","7","5"
"11755","12846","184046","7","5"
"11756","12846","184062","7","5"
"11757","11453","185869","7","24"
"11758","11453","185870","7","7"
"11759","7741","176889","1","6"
"11760","7741","176890","1","6"
"11761","7741","176901","1","6"
"11762","7741","176891","1","6"
"11763","7741","176892","1","6"
"11794","7574","184834","7","2"
"11795","10177","301695","365","24"
"11798","12521","177174","1","24"
"11799","12521","177173","7","24"
"11800","12521","177175","2","24"
"11801","12521","177192","1","24"
"11802","12521","177193","2","24"
"11803","12521","177197","7","12"
"11804","12521","177195","1","24"
"11812","12520","176258","3","3"
"11813","12520","176268","3","3"
"11814","12520","176267","3","3"
"11815","12520","176266","3","3"
"11816","12520","176251","3","3"
"11817","12520","176269","3","3"
"11818","12520","176265","3","3"
"11819","11382","176291","6","4"
"11820","11382","176283","6","4"
"11821","11382","176293","6","4"
"11822","7732","181672","2","4"
"11823","7732","181674","7","24"
"11824","7732","181675","7","24"
"11825","7732","181677","7","24"
"11826","7732","181676","7","24"
"11827","7732","181678","7","24"
"11828","7732","181679","7","24"
"11829","7732","181682","7","24"
"11830","7732","181681","7","24"
"11831","7732","181683","7","24"
"11832","7732","181686","7","24"
"11833","7732","181684","7","24"
"11834","7732","181700","7","24"
"11835","7732","181697","7","24"
"11836","7732","181699","7","24"
"11837","7732","181702","7","24"
"11838","7732","181703","7","24"
"11839","7732","181709","7","24"
"11840","7734","181673","7","24"
"11842","12522","177800","3","9"
"11843","12522","177802","3","9"
"11844","12522","177803","3","9"
"11845","7865","141920","3","3"
"11846","7865","141939","3","3"
"11847","7865","141962","3","3"
"11848","7865","141963","3","3"
"11849","7865","141964","3","3"
"11850","7865","141965","3","3"
"11881","7647","273479","4","24"
"11882","7647","273482","4","14"
"11883","7647","273485","5","20"
"11884","7647","273488","5","21"
"11885","7647","273489","7","21"
"11886","7647","273495","6","22"
"11887","7647","273497","4","13"
"11888","7647","273506","5","20"
"11889","7647","273530","4","20"
"11890","7647","273512","5","20"
"11891","7647","273521","4","17"
"11892","7647","273529","5","20"
"11893","7647","273533","5","20"
"11894","7647","273537","5","21"
"11895","7647","273535","5","7488"
"11896","7647","273541","4","13"
"11897","7647","273544","5","21"
"11898","7647","273602","4","17"
"11899","7647","273547","21","20"
"11900","7647","273548","5","21"
"11901","7647","273551","4","17"
"11902","7647","273595","5","21"
"11903","7647","273552","4","13"
"11904","7647","273559","5","21"
"11905","7647","273562","4","12"
"11906","7647","273605","4","13"
"11907","7647","273618","4","13"
"11908","7647","273626","5","20"
"11909","7647","273553","5","20"
"11910","7647","273568","5","20"
"11911","9783","300911","7","24"
"11912","9783","300911","7","24"
"11913","9783","300911","7","24"
"11914","12847","183992","7","24"
"11915","12847","184000","7","24"
"11916","12847","184024","7","24"
"11917","12847","184027","7","24"
"11918","12847","184033","7","24"
"11919","12847","184044","7","24"
"11920","12847","184049","7","24"
"11921","12847","184056","7","24"
"11922","12847","184036","7","24"
"11923","12847","184057","7","24"
"11924","12847","184058","7","24"
"11925","12847","184059","7","24"
"11926","12847","184060","7","24"
"11927","12847","184053","7","24"
"11928","12847","184064","7","24"
"11929","12847","184066","7","24"
"11979","1532","140716","1","10"
"11980","1532","140711","1","10"
"11981","9652","249250","NA","NA"
"11982","9652","249586","NA","NA"
"11993","1522","256307","7","8"
"11994","1522","256307","7","8"
"11995","1522","256307","7","8"
"12030","11396","181127","7","10"
"12031","11396","181119","7","10"
"12032","11396","181131","7","10"
"12033","11396","181130","7","10"
"12034","11396","181136","7","10"
"12035","11396","181140","7","10"
"12036","11396","181139","7","10"
"12037","11396","181141","7","10"
"12038","11396","181143","7","10"
"12039","11396","181148","7","10"
"12040","11396","181153","7","10"
"12041","11396","181151","7","10"
"12042","11396","181158","7","10"
"12043","11396","181161","7","10"
"12047","6470","114977","3","8"
"12048","6470","114978","3","8"
"12049","6470","114980","3","8"
"12050","6470","114995","3","8"
"12051","6470","114989","3","8"
"12052","6470","115005","3","8"
"12053","6471","115013","4","4"
"12054","6471","115020","4","6"
"12055","6472","114992","4","4"
"12056","6472","114986","3","4"
"12057","6472","114994","4","4"
"12058","6472","115002","3","4"
"12059","6472","115014","4","4"
"12060","6473","115003","8","6"
"12061","6474","114981","4","6"
"12062","6474","114997","3","6"
"12063","6474","114997","4","6"
"12064","6474","115023","4","6"
"12068","12545","182237","7","24"
"12069","12545","182240","7","24"
"12070","6634","115230","5","8"
"12106","911","141799","NSS","NSS"
"12107","912","141796","4","8"
"12108","12556","182241","7","4"
"12109","12556","182246","7","4"
"12110","12556","182258","7","4"
"12111","12556","182247","7","4"
"12114","9187","203208","7","24"
"12115","9187","203213","7","24"
"12116","9187","203232","7","24"
"12117","9187","203247","7","24"
"12118","11087","203402","3","8"
"12119","11087","203401","3","8"
"12120","11087","203403","3","8"
"12121","11087","203405","3","8"
"12122","11087","203407","3","8"
"12123","11087","203409","3","8"
"12124","11087","203410","NSS","NSS"
"12125","9536","203933","7","24"
"12126","9536","203936","7","24"
"12127","9536","203963","7","24"
"12128","9536","203981","7","6"
"12129","9536","203992","7","24"
"12130","9536","204029","7","24"
"12131","9536","204036","3","6"
"12132","9536","204068","7","24"
"12133","9536","204062","7","24"
"12134","9536","204074","7","24"
"12135","9536","204077","7","24"
"12136","9536","204134","7","24"
"12137","9536","204165","3","24"
"12138","9536","204237","7","24"
"12139","9536","204314","7","24"
"12140","9536","204252","7","24"
"12141","9536","204359","7","24"
"12142","9536","204514","7","24"
"12143","9536","204518","7","24"
"12144","9536","204526","7","24"
"12145","9536","204593","7","24"
"12146","9536","204561","7","24"
"12245","9622","208103","7","24"
"12246","9622","208121","7","12"
